,Geohash,GeohashBounds,Latitude_SW,Longitude_SW,Latitude_NE,Longitude_NE,Location,Latitude,Longitude,City,County,State,Country,ISO_3166_2,SeverityScore,IncidentsTotal,UpdateDate,Version,LATITUDE,LONGITUDE,COUNT
153,dpz2pxt,"POLYGON((-79.4682312011719 43.6349487304688, -79.4668579101562 43.6349487304688, -79.4668579101562 43.6363220214844, -79.4682312011719 43.6363220214844, -79.4682312011719 43.6349487304688))",43.635,-79.468,43.636,-79.467,POINT(-79.46759 43.6359),43.636,-79.468,Toronto,,Ontario,Canada,CA-ON,0.004,19,2022-02-02,5.1,43.636,-79.468,1
154,dpz80zx,"POLYGON((-79.4105529785156 43.6349487304688, -79.4091796875 43.6349487304688, -79.4091796875 43.6363220214844, -79.4105529785156 43.6363220214844, -79.4105529785156 43.6349487304688))",43.635,-79.411,43.636,-79.409,POINT(-79.40949 43.63617),43.636,-79.409,Toronto,,Ontario,Canada,CA-ON,0.006,3,2022-02-02,5.1,43.636,-79.409,1
155,dpz81pw,"POLYGON((-79.4009399414062 43.6349487304688, -79.3995666503906 43.6349487304688, -79.3995666503906 43.6363220214844, -79.4009399414062 43.6363220214844, -79.4009399414062 43.6349487304688))",43.635,-79.401,43.636,-79.4,POINT(-79.40041 43.63611),43.636,-79.4,Toronto,,Ontario,Canada,CA-ON,0.003,3,2022-02-02,5.1,43.636,-79.4,1
156,dpz2pxw,"POLYGON((-79.4668579101562 43.6349487304688, -79.4654846191406 43.6349487304688, -79.4654846191406 43.6363220214844, -79.4668579101562 43.6363220214844, -79.4668579101562 43.6349487304688))",43.635,-79.467,43.636,-79.465,POINT(-79.46597 43.63592),43.636,-79.466,Toronto,,Ontario,Canada,CA-ON,0.018,18,2022-02-02,5.1,43.636,-79.466,1
157,dpz80r9,"POLYGON((-79.4407653808594 43.6349487304688, -79.4393920898438 43.6349487304688, -79.4393920898438 43.6363220214844, -79.4407653808594 43.6363220214844, -79.4407653808594 43.6349487304688))",43.635,-79.441,43.636,-79.439,POINT(-79.44012 43.63525),43.635,-79.44,Toronto,,Ontario,Canada,CA-ON,0.011,76,2022-02-02,5.1,43.635,-79.44,1
158,dpz80rs,"POLYGON((-79.4366455078125 43.6349487304688, -79.4352722167969 43.6349487304688, -79.4352722167969 43.6363220214844, -79.4366455078125 43.6363220214844, -79.4366455078125 43.6349487304688))",43.635,-79.437,43.636,-79.435,POINT(-79.43549 43.63589),43.636,-79.435,Toronto,,Ontario,Canada,CA-ON,0.005,3,2022-02-02,5.1,43.636,-79.435,1
159,dpz80px,"POLYGON((-79.4435119628906 43.6349487304688, -79.442138671875 43.6349487304688, -79.442138671875 43.6363220214844, -79.4435119628906 43.6363220214844, -79.4435119628906 43.6349487304688))",43.635,-79.444,43.636,-79.442,POINT(-79.44246 43.63619),43.636,-79.442,Toronto,,Ontario,Canada,CA-ON,0.002,8,2022-02-02,5.1,43.636,-79.442,1
160,dpz81pt,"POLYGON((-79.4023132324219 43.6349487304688, -79.4009399414062 43.6349487304688, -79.4009399414062 43.6363220214844, -79.4023132324219 43.6363220214844, -79.4023132324219 43.6349487304688))",43.635,-79.402,43.636,-79.401,POINT(-79.40164 43.63597),43.636,-79.402,Toronto,,Ontario,Canada,CA-ON,0.02,10,2022-02-02,5.1,43.636,-79.402,1
161,dpz80r8,"POLYGON((-79.442138671875 43.6349487304688, -79.4407653808594 43.6349487304688, -79.4407653808594 43.6363220214844, -79.442138671875 43.6363220214844, -79.442138671875 43.6349487304688))",43.635,-79.442,43.636,-79.441,POINT(-79.44132 43.63576),43.636,-79.441,Toronto,,Ontario,Canada,CA-ON,0.004,16,2022-02-02,5.1,43.636,-79.441,1
162,dpz8grv,"POLYGON((-79.3034362792969 43.7681579589844, -79.3020629882812 43.7681579589844, -79.3020629882812 43.76953125, -79.3034362792969 43.76953125, -79.3034362792969 43.7681579589844))",43.768,-79.303,43.77,-79.302,POINT(-79.30313 43.76888),43.769,-79.303,Toronto,,Ontario,Canada,CA-ON,0.008,23,2022-02-02,5.1,43.769,-79.303,1
163,dpz8czb,"POLYGON((-79.376220703125 43.7681579589844, -79.3748474121094 43.7681579589844, -79.3748474121094 43.76953125, -79.376220703125 43.76953125, -79.376220703125 43.7681579589844))",43.768,-79.376,43.77,-79.375,POINT(-79.37553 43.76936),43.769,-79.376,Toronto,,Ontario,Canada,CA-ON,0.022,10,2022-02-02,5.1,43.769,-79.376,1
164,dpz8fpb,"POLYGON((-79.365234375 43.7681579589844, -79.3638610839844 43.7681579589844, -79.3638610839844 43.76953125, -79.365234375 43.76953125, -79.365234375 43.7681579589844))",43.768,-79.365,43.77,-79.364,POINT(-79.36434 43.76899),43.769,-79.364,Toronto,,Ontario,Canada,CA-ON,0.018,25,2022-02-02,5.1,43.769,-79.364,1
165,dpz8crz,"POLYGON((-79.3885803222656 43.7681579589844, -79.38720703125 43.7681579589844, -79.38720703125 43.76953125, -79.3885803222656 43.76953125, -79.3885803222656 43.7681579589844))",43.768,-79.389,43.77,-79.387,POINT(-79.38839 43.76865),43.769,-79.388,Toronto,,Ontario,Canada,CA-ON,0.009,3,2022-02-02,5.1,43.769,-79.388,4
166,dpz8gzu,"POLYGON((-79.2828369140625 43.7681579589844, -79.2814636230469 43.7681579589844, -79.2814636230469 43.76953125, -79.2828369140625 43.76953125, -79.2828369140625 43.7681579589844))",43.768,-79.283,43.77,-79.281,POINT(-79.28193 43.76881),43.769,-79.282,Toronto,,Ontario,Canada,CA-ON,0.047,59,2022-02-02,5.1,43.769,-79.282,7
167,dpz2u8u,"POLYGON((-79.6014404296875 43.7297058105469, -79.6000671386719 43.7297058105469, -79.6000671386719 43.7310791015625, -79.6014404296875 43.7310791015625, -79.6014404296875 43.7297058105469))",43.73,-79.601,43.731,-79.6,POINT(-79.60122 43.73041),43.73,-79.601,Toronto,,Ontario,Canada,CA-ON,0.047,52,2022-02-02,5.1,43.73,-79.601,4
168,dpz8b2z,"POLYGON((-79.4325256347656 43.7297058105469, -79.43115234375 43.7297058105469, -79.43115234375 43.7310791015625, -79.4325256347656 43.7310791015625, -79.4325256347656 43.7297058105469))",43.73,-79.433,43.731,-79.431,POINT(-79.43232 43.73028),43.73,-79.432,Toronto,,Ontario,Canada,CA-ON,0.008,3,2022-02-02,5.1,43.73,-79.432,1
169,dpz2z2f,"POLYGON((-79.4833374023438 43.7297058105469, -79.4819641113281 43.7297058105469, -79.4819641113281 43.7310791015625, -79.4833374023438 43.7310791015625, -79.4833374023438 43.7297058105469))",43.73,-79.483,43.731,-79.482,POINT(-79.48295 43.73059),43.731,-79.483,Toronto,,Ontario,Canada,CA-ON,0.016,12,2022-02-02,5.1,43.731,-79.483,2
170,dpz80ru,"POLYGON((-79.4366455078125 43.6363220214844, -79.4352722167969 43.6363220214844, -79.4352722167969 43.6376953125, -79.4366455078125 43.6376953125, -79.4366455078125 43.6363220214844))",43.636,-79.437,43.638,-79.435,POINT(-79.43601 43.63705),43.637,-79.436,Toronto,,Ontario,Canada,CA-ON,0.005,6,2022-02-02,5.1,43.637,-79.436,1
171,dpz2pxg,"POLYGON((-79.4709777832031 43.6363220214844, -79.4696044921875 43.6363220214844, -79.4696044921875 43.6376953125, -79.4709777832031 43.6376953125, -79.4709777832031 43.6363220214844))",43.636,-79.471,43.638,-79.47,POINT(-79.47025 43.63723),43.637,-79.47,Toronto,,Ontario,Canada,CA-ON,0.005,3,2022-02-02,5.1,43.637,-79.47,1
172,dpz81pz,"POLYGON((-79.3995666503906 43.6363220214844, -79.398193359375 43.6363220214844, -79.398193359375 43.6376953125, -79.3995666503906 43.6376953125, -79.3995666503906 43.6363220214844))",43.636,-79.4,43.638,-79.398,POINT(-79.3993 43.63673),43.637,-79.399,Toronto,,Ontario,Canada,CA-ON,0.015,22,2022-02-02,5.1,43.637,-79.399,1
173,dpz81rb,"POLYGON((-79.398193359375 43.6363220214844, -79.3968200683594 43.6363220214844, -79.3968200683594 43.6376953125, -79.398193359375 43.6376953125, -79.398193359375 43.6363220214844))",43.636,-79.398,43.638,-79.397,POINT(-79.39735 43.6371),43.637,-79.397,Toronto,,Ontario,Canada,CA-ON,0.005,3,2022-02-02,5.1,43.637,-79.397,2
174,dpz80pz,"POLYGON((-79.4435119628906 43.6363220214844, -79.442138671875 43.6363220214844, -79.442138671875 43.6376953125, -79.4435119628906 43.6376953125, -79.4435119628906 43.6363220214844))",43.636,-79.444,43.638,-79.442,POINT(-79.443 43.63649),43.636,-79.443,Toronto,,Ontario,Canada,CA-ON,0.001,6,2022-02-02,5.1,43.636,-79.443,1
175,dpz81rf,"POLYGON((-79.3954467773438 43.6363220214844, -79.3940734863281 43.6363220214844, -79.3940734863281 43.6376953125, -79.3954467773438 43.6376953125, -79.3954467773438 43.6363220214844))",43.636,-79.395,43.638,-79.394,POINT(-79.39508 43.63715),43.637,-79.395,Toronto,,Ontario,Canada,CA-ON,0.017,7,2022-02-02,5.1,43.637,-79.395,1
176,dpz9n04,"POLYGON((-79.1867065429688 43.76953125, -79.1853332519531 43.76953125, -79.1853332519531 43.7709045410156, -79.1867065429688 43.7709045410156, -79.1867065429688 43.76953125))",43.77,-79.187,43.771,-79.185,POINT(-79.18643 43.77005),43.77,-79.186,Toronto,,Ontario,Canada,CA-ON,0.012,12,2022-02-02,5.1,43.77,-79.186,3
177,dpz9h25,"POLYGON((-79.2622375488281 43.76953125, -79.2608642578125 43.76953125, -79.2608642578125 43.7709045410156, -79.2622375488281 43.7709045410156, -79.2622375488281 43.76953125))",43.77,-79.262,43.771,-79.261,POINT(-79.26142 43.77018),43.77,-79.261,Toronto,,Ontario,Canada,CA-ON,0.013,15,2022-02-02,5.1,43.77,-79.261,5
178,dpz3jbh,"POLYGON((-79.5465087890625 43.76953125, -79.5451354980469 43.76953125, -79.5451354980469 43.7709045410156, -79.5465087890625 43.7709045410156, -79.5465087890625 43.76953125))",43.77,-79.547,43.771,-79.545,POINT(-79.54595 43.77034),43.77,-79.546,Toronto,,Ontario,Canada,CA-ON,0.018,24,2022-02-02,5.1,43.77,-79.546,2
179,dpz8bc0,"POLYGON((-79.420166015625 43.7310791015625, -79.4187927246094 43.7310791015625, -79.4187927246094 43.7324523925781, -79.420166015625 43.7324523925781, -79.420166015625 43.7310791015625))",43.731,-79.42,43.732,-79.419,POINT(-79.41936 43.7323),43.732,-79.419,Toronto,,Ontario,Canada,CA-ON,0.008,3,2022-02-02,5.1,43.732,-79.419,1
180,dpz2zch,"POLYGON((-79.4586181640625 43.7310791015625, -79.4572448730469 43.7310791015625, -79.4572448730469 43.7324523925781, -79.4586181640625 43.7324523925781, -79.4586181640625 43.7310791015625))",43.731,-79.459,43.732,-79.457,POINT(-79.45808 43.73193),43.732,-79.458,Toronto,,Ontario,Canada,CA-ON,0.023,17,2022-02-02,5.1,43.732,-79.458,1
181,dpz8c15,"POLYGON((-79.4050598144531 43.7310791015625, -79.4036865234375 43.7310791015625, -79.4036865234375 43.7324523925781, -79.4050598144531 43.7324523925781, -79.4050598144531 43.7310791015625))",43.731,-79.405,43.732,-79.404,POINT(-79.40397 43.73166),43.732,-79.404,Toronto,,Ontario,Canada,CA-ON,0.008,3,2022-02-02,5.1,43.732,-79.404,1
182,dpz8gcp,"POLYGON((-79.2787170410156 43.7310791015625, -79.27734375 43.7310791015625, -79.27734375 43.7324523925781, -79.2787170410156 43.7324523925781, -79.2787170410156 43.7310791015625))",43.731,-79.279,43.732,-79.277,POINT(-79.27849 43.73187),43.732,-79.278,Toronto,,Ontario,Canada,CA-ON,0.073,16,2022-02-02,5.1,43.732,-79.278,1
183,dpz8u1q,"POLYGON((-79.2691040039062 43.7324523925781, -79.2677307128906 43.7324523925781, -79.2677307128906 43.7338256835938, -79.2691040039062 43.7338256835938, -79.2691040039062 43.7324523925781))",43.732,-79.269,43.734,-79.268,POINT(-79.2684 43.73322),43.733,-79.268,Toronto,,Ontario,Canada,CA-ON,0.056,5,2022-02-02,5.1,43.733,-79.268,1
184,dpz2y16,"POLYGON((-79.5382690429688 43.7324523925781, -79.5368957519531 43.7324523925781, -79.5368957519531 43.7338256835938, -79.5382690429688 43.7338256835938, -79.5382690429688 43.7324523925781))",43.732,-79.538,43.734,-79.537,POINT(-79.53801 43.73317),43.733,-79.538,Toronto,,Ontario,Canada,CA-ON,0.034,38,2022-02-02,5.1,43.733,-79.538,3
185,dpz8b3q,"POLYGON((-79.4338989257812 43.7324523925781, -79.4325256347656 43.7324523925781, -79.4325256347656 43.7338256835938, -79.4338989257812 43.7338256835938, -79.4338989257812 43.7324523925781))",43.732,-79.434,43.734,-79.433,POINT(-79.43291 43.73298),43.733,-79.433,Toronto,,Ontario,Canada,CA-ON,0.054,22,2022-02-02,5.1,43.733,-79.433,1
186,dpz2x62,"POLYGON((-79.486083984375 43.6940002441406, -79.4847106933594 43.6940002441406, -79.4847106933594 43.6953735351562, -79.486083984375 43.6953735351562, -79.486083984375 43.6940002441406))",43.694,-79.486,43.695,-79.485,POINT(-79.48569 43.69423),43.694,-79.486,Toronto,,Ontario,Canada,CA-ON,0.012,14,2022-02-02,5.1,43.694,-79.486,4
187,dpz8df7,"POLYGON((-79.3281555175781 43.6940002441406, -79.3267822265625 43.6940002441406, -79.3267822265625 43.6953735351563, -79.3281555175781 43.6953735351562, -79.3281555175781 43.6940002441406))",43.694,-79.328,43.695,-79.327,POINT(-79.32796 43.69413),43.694,-79.328,Toronto,,Ontario,Canada,CA-ON,0.009,3,2022-02-02,5.1,43.694,-79.328,1
188,dpz835r,"POLYGON((-79.3995666503906 43.6555480957031, -79.398193359375 43.6555480957031, -79.398193359375 43.6569213867188, -79.3995666503906 43.6569213867188, -79.3995666503906 43.6555480957031))",43.656,-79.4,43.657,-79.398,POINT(-79.3991 43.65566),43.656,-79.399,Toronto,,Ontario,Canada,CA-ON,0.003,3,2022-02-02,5.1,43.656,-79.399,3
189,dpz8673,"POLYGON((-79.3528747558594 43.6555480957031, -79.3515014648438 43.6555480957031, -79.3515014648438 43.6569213867188, -79.3528747558594 43.6569213867188, -79.3528747558594 43.6555480957031))",43.656,-79.353,43.657,-79.351,POINT(-79.35202 43.65645),43.656,-79.352,Toronto,,Ontario,Canada,CA-ON,0.004,12,2022-02-02,5.1,43.656,-79.352,1
190,dpz83em,"POLYGON((-79.3803405761719 43.6555480957031, -79.3789672851562 43.6555480957031, -79.3789672851562 43.6569213867188, -79.3803405761719 43.6569213867188, -79.3803405761719 43.6555480957031))",43.656,-79.38,43.657,-79.379,POINT(-79.37981 43.65639),43.656,-79.38,Toronto,,Ontario,Canada,CA-ON,0.005,3,2022-02-02,5.1,43.656,-79.38,2
191,dpz83ek,"POLYGON((-79.3817138671875 43.6555480957031, -79.3803405761719 43.6555480957031, -79.3803405761719 43.6569213867188, -79.3817138671875 43.6569213867188, -79.3817138671875 43.6555480957031))",43.656,-79.382,43.657,-79.38,POINT(-79.38106 43.6563),43.656,-79.381,Toronto,,Ontario,Canada,CA-ON,0.015,21,2022-02-02,5.1,43.656,-79.381,2
192,dpz8676,"POLYGON((-79.3515014648438 43.6555480957031, -79.3501281738281 43.6555480957031, -79.3501281738281 43.6569213867188, -79.3515014648438 43.6569213867188, -79.3515014648438 43.6555480957031))",43.656,-79.351,43.657,-79.35,POINT(-79.3514 43.65621),43.656,-79.351,Toronto,,Ontario,Canada,CA-ON,0.001,3,2022-02-02,5.1,43.656,-79.351,1
193,dpz8252,"POLYGON((-79.453125 43.6555480957031, -79.4517517089844 43.6555480957031, -79.4517517089844 43.6569213867188, -79.453125 43.6569213867188, -79.453125 43.6555480957031))",43.656,-79.453,43.657,-79.452,POINT(-79.45239 43.65631),43.656,-79.452,Toronto,,Ontario,Canada,CA-ON,0.046,63,2022-02-02,5.1,43.656,-79.452,10
194,dpz837r,"POLYGON((-79.3885803222656 43.6555480957031, -79.38720703125 43.6555480957031, -79.38720703125 43.6569213867188, -79.3885803222656 43.6569213867188, -79.3885803222656 43.6555480957031))",43.656,-79.389,43.657,-79.387,POINT(-79.38812 43.65614),43.656,-79.388,Toronto,,Ontario,Canada,CA-ON,0.018,16,2022-02-02,5.1,43.656,-79.388,3
195,dpz2nkk,"POLYGON((-79.5245361328125 43.6170959472656, -79.5231628417969 43.6170959472656, -79.5231628417969 43.6184692382812, -79.5245361328125 43.6184692382812, -79.5245361328125 43.6170959472656))",43.617,-79.525,43.618,-79.523,POINT(-79.5239 43.61804),43.618,-79.524,Toronto,,Ontario,Canada,CA-ON,0.002,7,2022-02-02,5.1,43.618,-79.524,3
196,dpz2nsm,"POLYGON((-79.5121765136719 43.6170959472656, -79.5108032226562 43.6170959472656, -79.5108032226562 43.6184692382812, -79.5121765136719 43.6184692382812, -79.5121765136719 43.6170959472656))",43.617,-79.512,43.618,-79.511,POINT(-79.51099 43.61796),43.618,-79.511,Toronto,,Ontario,Canada,CA-ON,0.004,3,2022-02-02,5.1,43.618,-79.511,3
197,dpz2nkq,"POLYGON((-79.5217895507812 43.6170959472656, -79.5204162597656 43.6170959472656, -79.5204162597656 43.6184692382812, -79.5217895507812 43.6184692382812, -79.5217895507812 43.6170959472656))",43.617,-79.522,43.618,-79.52,POINT(-79.52171 43.61845),43.618,-79.522,Toronto,,Ontario,Canada,CA-ON,0.017,6,2022-02-02,5.1,43.618,-79.522,1
198,dpz2nkm,"POLYGON((-79.5231628417969 43.6170959472656, -79.5217895507812 43.6170959472656, -79.5217895507812 43.6184692382812, -79.5231628417969 43.6184692382812, -79.5231628417969 43.6170959472656))",43.617,-79.523,43.618,-79.522,POINT(-79.52205 43.61836),43.618,-79.522,Toronto,,Ontario,Canada,CA-ON,0.015,36,2022-02-02,5.1,43.618,-79.522,1
199,dpz8d68,"POLYGON((-79.354248046875 43.6953735351562, -79.3528747558594 43.6953735351562, -79.3528747558594 43.6967468261719, -79.354248046875 43.6967468261719, -79.354248046875 43.6953735351562))",43.695,-79.354,43.697,-79.353,POINT(-79.35333 43.69647),43.696,-79.353,Toronto,,Ontario,Canada,CA-ON,0.02,57,2022-02-02,5.1,43.696,-79.353,1
200,dpz2tfs,"POLYGON((-79.5465087890625 43.6953735351562, -79.5451354980469 43.6953735351562, -79.5451354980469 43.6967468261719, -79.5465087890625 43.6967468261719, -79.5465087890625 43.6953735351562))",43.695,-79.547,43.697,-79.545,POINT(-79.54612 43.69598),43.696,-79.546,Toronto,,Ontario,Canada,CA-ON,0.005,4,2022-02-02,5.1,43.696,-79.546,3
201,dpz2x6x,"POLYGON((-79.4764709472656 43.6953735351562, -79.47509765625 43.6953735351562, -79.47509765625 43.6967468261719, -79.4764709472656 43.6967468261719, -79.4764709472656 43.6953735351562))",43.695,-79.476,43.697,-79.475,POINT(-79.47519 43.69649),43.696,-79.475,Toronto,,Ontario,Canada,CA-ON,0.015,8,2022-02-02,5.1,43.696,-79.475,1
