Geohash,GeohashBounds,Latitude_SW,Longitude_SW,Latitude_NE,Longitude_NE,Location,Latitude,Longitude,City,County,State,Country,ISO_3166_2,SeverityScore,IncidentsTotal,UpdateDate,Version
dpz2mz0,"POLYGON((-79.552001953125 43.6761474609375, -79.5506286621094 43.6761474609375, -79.5506286621094 43.6775207519531, -79.552001953125 43.6775207519531, -79.552001953125 43.6761474609375))",43.676,-79.552,43.678,-79.551,POINT(-79.55117 43.67702),43.677,-79.551,Toronto,,Ontario,Canada,CA-ON,0.019,17,2022-02-02,5.1
dpz2kz4,"POLYGON((-79.5932006835938 43.6761474609375, -79.5918273925781 43.6761474609375, -79.5918273925781 43.6775207519531, -79.5932006835938 43.6775207519531, -79.5932006835938 43.6761474609375))",43.676,-79.593,43.678,-79.592,POINT(-79.59246 43.67671),43.677,-79.592,Toronto,,Ontario,Canada,CA-ON,0.004,18,2022-02-02,5.1
dpz86ph,"POLYGON((-79.3597412109375 43.6761474609375, -79.3583679199219 43.6761474609375, -79.3583679199219 43.6775207519531, -79.3597412109375 43.6775207519531, -79.3597412109375 43.6761474609375))",43.676,-79.36,43.678,-79.358,POINT(-79.35884 43.67633),43.676,-79.359,Toronto,,Ontario,Canada,CA-ON,0.02,23,2022-02-02,5.1
dpz82z5,"POLYGON((-79.4160461425781 43.6761474609375, -79.4146728515625 43.6761474609375, -79.4146728515625 43.6775207519531, -79.4160461425781 43.6775207519531, -79.4160461425781 43.6761474609375))",43.676,-79.416,43.678,-79.415,POINT(-79.41564 43.6767),43.677,-79.416,Toronto,,Ontario,Canada,CA-ON,0.022,23,2022-02-02,5.1
dpz82pp,"POLYGON((-79.4435119628906 43.6761474609375, -79.442138671875 43.6761474609375, -79.442138671875 43.6775207519531, -79.4435119628906 43.6775207519531, -79.4435119628906 43.6761474609375))",43.676,-79.444,43.678,-79.442,POINT(-79.44266 43.67679),43.677,-79.443,Toronto,,Ontario,Canada,CA-ON,0.035,18,2022-02-02,5.1
dpz2mpj,"POLYGON((-79.5780944824219 43.6761474609375, -79.5767211914062 43.6761474609375, -79.5767211914062 43.6775207519531, -79.5780944824219 43.6775207519531, -79.5780944824219 43.6761474609375))",43.676,-79.578,43.678,-79.577,POINT(-79.57751 43.67699),43.677,-79.578,Toronto,,Ontario,Canada,CA-ON,0.004,76,2022-02-02,5.1
dpz87rh,"POLYGON((-79.3048095703125 43.6761474609375, -79.3034362792969 43.6761474609375, -79.3034362792969 43.6775207519531, -79.3048095703125 43.6775207519531, -79.3048095703125 43.6761474609375))",43.676,-79.305,43.678,-79.303,POINT(-79.30429 43.67698),43.677,-79.304,Toronto,,Ontario,Canada,CA-ON,0.008,3,2022-02-02,5.1
dpz2rbp,"POLYGON((-79.4544982910156 43.6376953125, -79.453125 43.6376953125, -79.453125 43.6390686035156, -79.4544982910156 43.6390686035156, -79.4544982910156 43.6376953125))",43.638,-79.454,43.639,-79.453,POINT(-79.45366 43.63861),43.639,-79.454,Toronto,,Ontario,Canada,CA-ON,0.007,34,2022-02-02,5.1
dpz8284,"POLYGON((-79.4284057617188 43.6376953125, -79.4270324707031 43.6376953125, -79.4270324707031 43.6390686035156, -79.4284057617188 43.6390686035156, -79.4284057617188 43.6376953125))",43.638,-79.428,43.639,-79.427,POINT(-79.42719 43.63864),43.639,-79.427,Toronto,,Ontario,Canada,CA-ON,0.012,8,2022-02-02,5.1
dpz2m8p,"POLYGON((-79.5533752441406 43.6376953125, -79.552001953125 43.6376953125, -79.552001953125 43.6390686035156, -79.5533752441406 43.6390686035156, -79.5533752441406 43.6376953125))",43.638,-79.553,43.639,-79.552,POINT(-79.55233 43.63804),43.638,-79.552,Toronto,,Ontario,Canada,CA-ON,0.038,15,2022-02-02,5.1
dpz8380,"POLYGON((-79.38720703125 43.6376953125, -79.3858337402344 43.6376953125, -79.3858337402344 43.6390686035156, -79.38720703125 43.6390686035156, -79.38720703125 43.6376953125))",43.638,-79.387,43.639,-79.386,POINT(-79.3866 43.63889),43.639,-79.387,Toronto,,Ontario,Canada,CA-ON,0.015,8,2022-02-02,5.1
dpz832h,"POLYGON((-79.3927001953125 43.6376953125, -79.3913269042969 43.6376953125, -79.3913269042969 43.6390686035156, -79.3927001953125 43.6390686035156, -79.3927001953125 43.6376953125))",43.638,-79.393,43.639,-79.391,POINT(-79.39211 43.63855),43.639,-79.392,Toronto,,Ontario,Canada,CA-ON,0.01,106,2022-02-02,5.1
dpz8324,"POLYGON((-79.3954467773438 43.6376953125, -79.3940734863281 43.6376953125, -79.3940734863281 43.6390686035156, -79.3954467773438 43.6390686035156, -79.3954467773438 43.6376953125))",43.638,-79.395,43.639,-79.394,POINT(-79.39484 43.63844),43.638,-79.395,Toronto,,Ontario,Canada,CA-ON,0.003,8,2022-02-02,5.1
dpz8205,"POLYGON((-79.4490051269531 43.6376953125, -79.4476318359375 43.6376953125, -79.4476318359375 43.6390686035156, -79.4490051269531 43.6390686035156, -79.4490051269531 43.6376953125))",43.638,-79.449,43.639,-79.448,POINT(-79.44824 43.63824),43.638,-79.448,Toronto,,Ontario,Canada,CA-ON,0.001,4,2022-02-02,5.1
dpz2m84,"POLYGON((-79.5602416992188 43.6376953125, -79.5588684082031 43.6376953125, -79.5588684082031 43.6390686035156, -79.5602416992188 43.6390686035156, -79.5602416992188 43.6376953125))",43.638,-79.56,43.639,-79.559,POINT(-79.56003 43.63825),43.638,-79.56,Toronto,,Ontario,Canada,CA-ON,0.003,12,2022-02-02,5.1
dpz2rbh,"POLYGON((-79.4586181640625 43.6376953125, -79.4572448730469 43.6376953125, -79.4572448730469 43.6390686035156, -79.4586181640625 43.6390686035156, -79.4586181640625 43.6376953125))",43.638,-79.459,43.639,-79.457,POINT(-79.45761 43.63872),43.639,-79.458,Toronto,,Ontario,Canada,CA-ON,0.003,10,2022-02-02,5.1
dpz2rb4,"POLYGON((-79.4613647460938 43.6376953125, -79.4599914550781 43.6376953125, -79.4599914550781 43.6390686035156, -79.4613647460938 43.6390686035156, -79.4613647460938 43.6376953125))",43.638,-79.461,43.639,-79.46,POINT(-79.46034 43.63848),43.638,-79.46,Toronto,,Ontario,Canada,CA-ON,0.011,40,2022-02-02,5.1
dpz830j,"POLYGON((-79.4023132324219 43.6376953125, -79.4009399414062 43.6376953125, -79.4009399414062 43.6390686035156, -79.4023132324219 43.6390686035156, -79.4023132324219 43.6376953125))",43.638,-79.402,43.639,-79.401,POINT(-79.40169 43.63799),43.638,-79.402,Toronto,,Ontario,Canada,CA-ON,0.003,7,2022-02-02,5.1
dpz822p,"POLYGON((-79.4325256347656 43.6376953125, -79.43115234375 43.6376953125, -79.43115234375 43.6390686035156, -79.4325256347656 43.6390686035156, -79.4325256347656 43.6376953125))",43.638,-79.433,43.639,-79.431,POINT(-79.43178 43.63807),43.638,-79.432,Toronto,,Ontario,Canada,CA-ON,0.021,9,2022-02-02,5.1
dpz8325,"POLYGON((-79.3940734863281 43.6376953125, -79.3927001953125 43.6376953125, -79.3927001953125 43.6390686035156, -79.3940734863281 43.6390686035156, -79.3940734863281 43.6376953125))",43.638,-79.394,43.639,-79.393,POINT(-79.39329 43.63857),43.639,-79.393,Toronto,,Ontario,Canada,CA-ON,0.009,50,2022-02-02,5.1
dpz2m81,"POLYGON((-79.5616149902344 43.6376953125, -79.5602416992188 43.6376953125, -79.5602416992188 43.6390686035156, -79.5616149902344 43.6390686035156, -79.5616149902344 43.6376953125))",43.638,-79.562,43.639,-79.56,POINT(-79.5605 43.63858),43.639,-79.56,Toronto,,Ontario,Canada,CA-ON,0.004,32,2022-02-02,5.1
dpz830h,"POLYGON((-79.4036865234375 43.6376953125, -79.4023132324219 43.6376953125, -79.4023132324219 43.6390686035156, -79.4036865234375 43.6390686035156, -79.4036865234375 43.6376953125))",43.638,-79.404,43.639,-79.402,POINT(-79.40296 43.63801),43.638,-79.403,Toronto,,Ontario,Canada,CA-ON,0.001,3,2022-02-02,5.1
dpz8321,"POLYGON((-79.3968200683594 43.6376953125, -79.3954467773438 43.6376953125, -79.3954467773438 43.6390686035156, -79.3968200683594 43.6390686035156, -79.3968200683594 43.6376953125))",43.638,-79.397,43.639,-79.395,POINT(-79.39603 43.63814),43.638,-79.396,Toronto,,Ontario,Canada,CA-ON,0.007,31,2022-02-02,5.1
dpz8200,"POLYGON((-79.453125 43.6376953125, -79.4517517089844 43.6376953125, -79.4517517089844 43.6390686035156, -79.453125 43.6390686035156, -79.453125 43.6376953125))",43.638,-79.453,43.639,-79.452,POINT(-79.45263 43.63873),43.639,-79.453,Toronto,,Ontario,Canada,CA-ON,0.012,26,2022-02-02,5.1
dpz8320,"POLYGON((-79.398193359375 43.6376953125, -79.3968200683594 43.6376953125, -79.3968200683594 43.6390686035156, -79.398193359375 43.6390686035156, -79.398193359375 43.6376953125))",43.638,-79.398,43.639,-79.397,POINT(-79.39769 43.63802),43.638,-79.398,Toronto,,Ontario,Canada,CA-ON,0.004,8,2022-02-02,5.1
dpz820h,"POLYGON((-79.4476318359375 43.6376953125, -79.4462585449219 43.6376953125, -79.4462585449219 43.6390686035156, -79.4476318359375 43.6390686035156, -79.4476318359375 43.6376953125))",43.638,-79.448,43.639,-79.446,POINT(-79.44704 43.63808),43.638,-79.447,Toronto,,Ontario,Canada,CA-ON,0.001,7,2022-02-02,5.1
dpz830n,"POLYGON((-79.4009399414062 43.6376953125, -79.3995666503906 43.6376953125, -79.3995666503906 43.6390686035156, -79.4009399414062 43.6390686035156, -79.4009399414062 43.6376953125))",43.638,-79.401,43.639,-79.4,POINT(-79.40036 43.63818),43.638,-79.4,Toronto,,Ontario,Canada,CA-ON,0.008,43,2022-02-02,5.1
dpz832j,"POLYGON((-79.3913269042969 43.6376953125, -79.3899536132812 43.6376953125, -79.3899536132812 43.6390686035156, -79.3913269042969 43.6390686035156, -79.3913269042969 43.6376953125))",43.638,-79.391,43.639,-79.39,POINT(-79.3907 43.63871),43.639,-79.391,Toronto,,Ontario,Canada,CA-ON,0.008,42,2022-02-02,5.1
dpz2q0j,"POLYGON((-79.5341491699219 43.6376953125, -79.5327758789063 43.6376953125, -79.5327758789063 43.6390686035156, -79.5341491699219 43.6390686035156, -79.5341491699219 43.6376953125))",43.638,-79.534,43.639,-79.533,POINT(-79.53392 43.63816),43.638,-79.534,Toronto,,Ontario,Canada,CA-ON,0.005,3,2022-02-02,5.1
dpz2rb5,"POLYGON((-79.4599914550781 43.6376953125, -79.4586181640625 43.6376953125, -79.4586181640625 43.6390686035156, -79.4599914550781 43.6390686035156, -79.4599914550781 43.6376953125))",43.638,-79.46,43.639,-79.459,POINT(-79.4596 43.6384),43.638,-79.46,Toronto,,Ontario,Canada,CA-ON,0.023,124,2022-02-02,5.1
dpz2rbj,"POLYGON((-79.4572448730469 43.6376953125, -79.4558715820312 43.6376953125, -79.4558715820312 43.6390686035156, -79.4572448730469 43.6390686035156, -79.4572448730469 43.6376953125))",43.638,-79.457,43.639,-79.456,POINT(-79.4567 43.63897),43.639,-79.457,Toronto,,Ontario,Canada,CA-ON,0.004,9,2022-02-02,5.1
dpz2rbn,"POLYGON((-79.4558715820312 43.6376953125, -79.4544982910156 43.6376953125, -79.4544982910156 43.6390686035156, -79.4558715820312 43.6390686035156, -79.4558715820312 43.6376953125))",43.638,-79.456,43.639,-79.454,POINT(-79.45517 43.63871),43.639,-79.455,Toronto,,Ontario,Canada,CA-ON,0.001,3,2022-02-02,5.1
dpz830p,"POLYGON((-79.3995666503906 43.6376953125, -79.398193359375 43.6376953125, -79.398193359375 43.6390686035156, -79.3995666503906 43.6390686035156, -79.3995666503906 43.6376953125))",43.638,-79.4,43.639,-79.398,POINT(-79.39905 43.63809),43.638,-79.399,Toronto,,Ontario,Canada,CA-ON,0.005,20,2022-02-02,5.1
dpz8sq7,"POLYGON((-79.2622375488281 43.7159729003906, -79.2608642578125 43.7159729003906, -79.2608642578125 43.7173461914062, -79.2622375488281 43.7173461914063, -79.2622375488281 43.7159729003906))",43.716,-79.262,43.717,-79.261,POINT(-79.26167 43.71662),43.717,-79.262,Toronto,,Ontario,Canada,CA-ON,0.004,3,2022-02-02,5.1
dpz2ww6,"POLYGON((-79.5162963867188 43.7159729003906, -79.5149230957031 43.7159729003906, -79.5149230957031 43.7173461914063, -79.5162963867188 43.7173461914062, -79.5162963867188 43.7159729003906))",43.716,-79.516,43.717,-79.515,POINT(-79.51567 43.71639),43.716,-79.516,Toronto,,Ontario,Canada,CA-ON,0.003,38,2022-02-02,5.1
dpz8dyk,"POLYGON((-79.3267822265625 43.7159729003906, -79.3254089355469 43.7159729003906, -79.3254089355469 43.7173461914062, -79.3267822265625 43.7173461914063, -79.3267822265625 43.7159729003906))",43.716,-79.327,43.717,-79.325,POINT(-79.32611 43.71672),43.717,-79.326,Toronto,,Ontario,Canada,CA-ON,0.001,3,2022-02-02,5.1
dpz2wqk,"POLYGON((-79.5245361328125 43.7159729003906, -79.5231628417969 43.7159729003906, -79.5231628417969 43.7173461914062, -79.5245361328125 43.7173461914063, -79.5245361328125 43.7159729003906))",43.716,-79.525,43.717,-79.523,POINT(-79.5238 43.71622),43.716,-79.524,Toronto,,Ontario,Canada,CA-ON,0.004,39,2022-02-02,5.1
dpz2wqr,"POLYGON((-79.5204162597656 43.7159729003906, -79.51904296875 43.7159729003906, -79.51904296875 43.7173461914062, -79.5204162597656 43.7173461914062, -79.5204162597656 43.7159729003906))",43.716,-79.52,43.717,-79.519,POINT(-79.51988 43.71648),43.716,-79.52,Toronto,,Ontario,Canada,CA-ON,0.002,38,2022-02-02,5.1
dpz88nm,"POLYGON((-79.4462585449219 43.7159729003906, -79.4448852539062 43.7159729003906, -79.4448852539062 43.7173461914062, -79.4462585449219 43.7173461914062, -79.4462585449219 43.7159729003906))",43.716,-79.446,43.717,-79.445,POINT(-79.44507 43.71669),43.717,-79.445,Toronto,,Ontario,Canada,CA-ON,0.004,4,2022-02-02,5.1
dpz2wwm,"POLYGON((-79.5121765136719 43.7159729003906, -79.5108032226562 43.7159729003906, -79.5108032226562 43.7173461914062, -79.5121765136719 43.7173461914062, -79.5121765136719 43.7159729003906))",43.716,-79.512,43.717,-79.511,POINT(-79.51139 43.71705),43.717,-79.511,Toronto,,Ontario,Canada,CA-ON,0.004,51,2022-02-02,5.1
dpz2ww3,"POLYGON((-79.5176696777344 43.7159729003906, -79.5162963867188 43.7159729003906, -79.5162963867188 43.7173461914062, -79.5176696777344 43.7173461914062, -79.5176696777344 43.7159729003906))",43.716,-79.518,43.717,-79.516,POINT(-79.51686 43.7167),43.717,-79.517,Toronto,,Ontario,Canada,CA-ON,0.002,21,2022-02-02,5.1
dpz89nq,"POLYGON((-79.4009399414062 43.7159729003906, -79.3995666503906 43.7159729003906, -79.3995666503906 43.7173461914062, -79.4009399414062 43.7173461914062, -79.4009399414062 43.7159729003906))",43.716,-79.401,43.717,-79.4,POINT(-79.40033 43.71637),43.716,-79.4,Toronto,,Ontario,Canada,CA-ON,0.031,8,2022-02-02,5.1
dpz88ym,"POLYGON((-79.4132995605469 43.7159729003906, -79.4119262695312 43.7159729003906, -79.4119262695312 43.7173461914063, -79.4132995605469 43.7173461914062, -79.4132995605469 43.7159729003906))",43.716,-79.413,43.717,-79.412,POINT(-79.41295 43.71677),43.717,-79.413,Toronto,,Ontario,Canada,CA-ON,0.014,9,2022-02-02,5.1
dpz2ww2,"POLYGON((-79.51904296875 43.7159729003906, -79.5176696777344 43.7159729003906, -79.5176696777344 43.7173461914062, -79.51904296875 43.7173461914062, -79.51904296875 43.7159729003906))",43.716,-79.519,43.717,-79.518,POINT(-79.5184 43.71648),43.716,-79.518,Toronto,,Ontario,Canada,CA-ON,0.003,59,2022-02-02,5.1
dpz2wqm,"POLYGON((-79.5231628417969 43.7159729003906, -79.5217895507812 43.7159729003906, -79.5217895507812 43.7173461914062, -79.5231628417969 43.7173461914062, -79.5231628417969 43.7159729003906))",43.716,-79.523,43.717,-79.522,POINT(-79.52248 43.71627),43.716,-79.522,Toronto,,Ontario,Canada,CA-ON,0.004,42,2022-02-02,5.1
dpz2xyq,"POLYGON((-79.4558715820312 43.7159729003906, -79.4544982910156 43.7159729003906, -79.4544982910156 43.7173461914063, -79.4558715820312 43.7173461914063, -79.4558715820312 43.7159729003906))",43.716,-79.456,43.717,-79.454,POINT(-79.45519 43.71651),43.717,-79.455,Toronto,,Ontario,Canada,CA-ON,0.023,7,2022-02-02,5.1
dpz8ey7,"POLYGON((-79.2842102050781 43.7159729003906, -79.2828369140625 43.7159729003906, -79.2828369140625 43.7173461914062, -79.2842102050781 43.7173461914062, -79.2842102050781 43.7159729003906))",43.716,-79.284,43.717,-79.283,POINT(-79.28322 43.71659),43.717,-79.283,Toronto,,Ontario,Canada,CA-ON,0.008,3,2022-02-02,5.1
dpz88q2,"POLYGON((-79.442138671875 43.7159729003906, -79.4407653808594 43.7159729003906, -79.4407653808594 43.7173461914062, -79.442138671875 43.7173461914062, -79.442138671875 43.7159729003906))",43.716,-79.442,43.717,-79.441,POINT(-79.4414 43.71668),43.717,-79.441,Toronto,,Ontario,Canada,CA-ON,0.028,24,2022-02-02,5.1
dpz8sqm,"POLYGON((-79.2594909667969 43.7159729003906, -79.2581176757812 43.7159729003906, -79.2581176757812 43.7173461914062, -79.2594909667969 43.7173461914063, -79.2594909667969 43.7159729003906))",43.716,-79.259,43.717,-79.258,POINT(-79.25892 43.71717),43.717,-79.259,Toronto,,Ontario,Canada,CA-ON,0.007,3,2022-02-02,5.1
dpz88q6,"POLYGON((-79.4393920898438 43.7159729003906, -79.4380187988281 43.7159729003906, -79.4380187988281 43.7173461914062, -79.4393920898438 43.7173461914062, -79.4393920898438 43.7159729003906))",43.716,-79.439,43.717,-79.438,POINT(-79.43847 43.71725),43.717,-79.438,Toronto,,Ontario,Canada,CA-ON,0.003,3,2022-02-02,5.1
dpz2wy2,"POLYGON((-79.508056640625 43.7159729003906, -79.5066833496094 43.7159729003906, -79.5066833496094 43.7173461914063, -79.508056640625 43.7173461914062, -79.508056640625 43.7159729003906))",43.716,-79.508,43.717,-79.507,POINT(-79.50748 43.71663),43.717,-79.507,Toronto,,Ontario,Canada,CA-ON,0.006,9,2022-02-02,5.1
dpz88nr,"POLYGON((-79.4435119628906 43.7159729003906, -79.442138671875 43.7159729003906, -79.442138671875 43.7173461914062, -79.4435119628906 43.7173461914062, -79.4435119628906 43.7159729003906))",43.716,-79.444,43.717,-79.442,POINT(-79.4429 43.71647),43.716,-79.443,Toronto,,Ontario,Canada,CA-ON,0.014,11,2022-02-02,5.1
dpz2wn6,"POLYGON((-79.5382690429688 43.7159729003906, -79.5368957519531 43.7159729003906, -79.5368957519531 43.7173461914062, -79.5382690429688 43.7173461914063, -79.5382690429688 43.7159729003906))",43.716,-79.538,43.717,-79.537,POINT(-79.53732 43.71658),43.717,-79.537,Toronto,,Ontario,Canada,CA-ON,0.016,38,2022-02-02,5.1
dpz2wwq,"POLYGON((-79.5108032226562 43.7159729003906, -79.5094299316406 43.7159729003906, -79.5094299316406 43.7173461914062, -79.5108032226562 43.7173461914062, -79.5108032226562 43.7159729003906))",43.716,-79.511,43.717,-79.509,POINT(-79.51029 43.7172),43.717,-79.51,Toronto,,Ontario,Canada,CA-ON,0.005,20,2022-02-02,5.1
dpz8dq6,"POLYGON((-79.3515014648438 43.7159729003906, -79.3501281738281 43.7159729003906, -79.3501281738281 43.7173461914063, -79.3515014648438 43.7173461914062, -79.3515014648438 43.7159729003906))",43.716,-79.351,43.717,-79.35,POINT(-79.35047 43.71675),43.717,-79.35,Toronto,,Ontario,Canada,CA-ON,0.029,16,2022-02-02,5.1
dpz2ww7,"POLYGON((-79.5149230957031 43.7159729003906, -79.5135498046875 43.7159729003906, -79.5135498046875 43.7173461914062, -79.5149230957031 43.7173461914063, -79.5149230957031 43.7159729003906))",43.716,-79.515,43.717,-79.514,POINT(-79.51425 43.71695),43.717,-79.514,Toronto,,Ontario,Canada,CA-ON,0.007,121,2022-02-02,5.1
dpz8sqk,"POLYGON((-79.2608642578125 43.7159729003906, -79.2594909667969 43.7159729003906, -79.2594909667969 43.7173461914063, -79.2608642578125 43.7173461914062, -79.2608642578125 43.7159729003906))",43.716,-79.261,43.717,-79.259,POINT(-79.26032 43.7167),43.717,-79.26,Toronto,,Ontario,Canada,CA-ON,0.016,10,2022-02-02,5.1
dpz2twm,"POLYGON((-79.5561218261719 43.7159729003906, -79.5547485351562 43.7159729003906, -79.5547485351562 43.7173461914063, -79.5561218261719 43.7173461914062, -79.5561218261719 43.7159729003906))",43.716,-79.556,43.717,-79.555,POINT(-79.55569 43.71642),43.716,-79.556,Toronto,,Ontario,Canada,CA-ON,0.074,65,2022-02-02,5.1
dpz88nq,"POLYGON((-79.4448852539062 43.7159729003906, -79.4435119628906 43.7159729003906, -79.4435119628906 43.7173461914062, -79.4448852539062 43.7173461914062, -79.4448852539062 43.7159729003906))",43.716,-79.445,43.717,-79.444,POINT(-79.44413 43.7162),43.716,-79.444,Toronto,,Ontario,Canada,CA-ON,0.015,22,2022-02-02,5.1
dpz8dq7,"POLYGON((-79.3501281738281 43.7159729003906, -79.3487548828125 43.7159729003906, -79.3487548828125 43.7173461914063, -79.3501281738281 43.7173461914063, -79.3501281738281 43.7159729003906))",43.716,-79.35,43.717,-79.349,POINT(-79.34955 43.71716),43.717,-79.35,Toronto,,Ontario,Canada,CA-ON,0.012,9,2022-02-02,5.1
dpz2sy2,"POLYGON((-79.595947265625 43.7159729003906, -79.5945739746094 43.7159729003906, -79.5945739746094 43.7173461914062, -79.595947265625 43.7173461914062, -79.595947265625 43.7159729003906))",43.716,-79.596,43.717,-79.595,POINT(-79.59518 43.717),43.717,-79.595,Toronto,,Ontario,Canada,CA-ON,0.011,10,2022-02-02,5.1
dpz2tq7,"POLYGON((-79.5698547363281 43.7159729003906, -79.5684814453125 43.7159729003906, -79.5684814453125 43.7173461914062, -79.5698547363281 43.7173461914062, -79.5698547363281 43.7159729003906))",43.716,-79.57,43.717,-79.568,POINT(-79.56907 43.71635),43.716,-79.569,Toronto,,Ontario,Canada,CA-ON,0.013,8,2022-02-02,5.1
dpz2wwk,"POLYGON((-79.5135498046875 43.7159729003906, -79.5121765136719 43.7159729003906, -79.5121765136719 43.7173461914062, -79.5135498046875 43.7173461914062, -79.5135498046875 43.7159729003906))",43.716,-79.514,43.717,-79.512,POINT(-79.51282 43.7169),43.717,-79.513,Toronto,,Ontario,Canada,CA-ON,0.006,80,2022-02-02,5.1
dpz2wq7,"POLYGON((-79.5259094238281 43.7159729003906, -79.5245361328125 43.7159729003906, -79.5245361328125 43.7173461914063, -79.5259094238281 43.7173461914062, -79.5259094238281 43.7159729003906))",43.716,-79.526,43.717,-79.525,POINT(-79.52516 43.71622),43.716,-79.525,Toronto,,Ontario,Canada,CA-ON,0.004,12,2022-02-02,5.1
dpz8dq3,"POLYGON((-79.3528747558594 43.7159729003906, -79.3515014648438 43.7159729003906, -79.3515014648438 43.7173461914062, -79.3528747558594 43.7173461914063, -79.3528747558594 43.7159729003906))",43.716,-79.353,43.717,-79.351,POINT(-79.35203 43.71632),43.716,-79.352,Toronto,,Ontario,Canada,CA-ON,0.083,95,2022-02-02,5.1
dpz8dwk,"POLYGON((-79.3377685546875 43.7159729003906, -79.3363952636719 43.7159729003906, -79.3363952636719 43.7173461914062, -79.3377685546875 43.7173461914063, -79.3377685546875 43.7159729003906))",43.716,-79.338,43.717,-79.336,POINT(-79.33736 43.71676),43.717,-79.337,Toronto,,Ontario,Canada,CA-ON,0.038,20,2022-02-02,5.1
dpz89wq,"POLYGON((-79.3789672851562 43.7159729003906, -79.3775939941406 43.7159729003906, -79.3775939941406 43.7173461914062, -79.3789672851562 43.7173461914062, -79.3789672851562 43.7159729003906))",43.716,-79.379,43.717,-79.378,POINT(-79.37806 43.71668),43.717,-79.378,Toronto,,Ontario,Canada,CA-ON,0.048,48,2022-02-02,5.1
dpz2twk,"POLYGON((-79.5574951171875 43.7159729003906, -79.5561218261719 43.7159729003906, -79.5561218261719 43.7173461914062, -79.5574951171875 43.7173461914062, -79.5574951171875 43.7159729003906))",43.716,-79.557,43.717,-79.556,POINT(-79.55697 43.71699),43.717,-79.557,Toronto,,Ontario,Canada,CA-ON,0.018,5,2022-02-02,5.1
dpz2wwr,"POLYGON((-79.5094299316406 43.7159729003906, -79.508056640625 43.7159729003906, -79.508056640625 43.7173461914062, -79.5094299316406 43.7173461914062, -79.5094299316406 43.7159729003906))",43.716,-79.509,43.717,-79.508,POINT(-79.50884 43.71722),43.717,-79.509,Toronto,,Ontario,Canada,CA-ON,0.005,17,2022-02-02,5.1
dpz8sw7,"POLYGON((-79.2512512207031 43.7159729003906, -79.2498779296875 43.7159729003906, -79.2498779296875 43.7173461914063, -79.2512512207031 43.7173461914062, -79.2512512207031 43.7159729003906))",43.716,-79.251,43.717,-79.25,POINT(-79.25039 43.7164),43.716,-79.25,Toronto,,Ontario,Canada,CA-ON,0.027,6,2022-02-02,5.1
dpz2wqq,"POLYGON((-79.5217895507812 43.7159729003906, -79.5204162597656 43.7159729003906, -79.5204162597656 43.7173461914062, -79.5217895507812 43.7173461914062, -79.5217895507812 43.7159729003906))",43.716,-79.522,43.717,-79.52,POINT(-79.52116 43.71656),43.717,-79.521,Toronto,,Ontario,Canada,CA-ON,0.005,111,2022-02-02,5.1
dpz86x6,"POLYGON((-79.3405151367188 43.6775207519531, -79.3391418457031 43.6775207519531, -79.3391418457031 43.6788940429688, -79.3405151367188 43.6788940429688, -79.3405151367188 43.6775207519531))",43.678,-79.341,43.679,-79.339,POINT(-79.33956 43.67804),43.678,-79.34,Toronto,,Ontario,Canada,CA-ON,0.022,3,2022-02-02,5.1
dpz82pr,"POLYGON((-79.4435119628906 43.6775207519531, -79.442138671875 43.6775207519531, -79.442138671875 43.6788940429688, -79.4435119628906 43.6788940429688, -79.4435119628906 43.6775207519531))",43.678,-79.444,43.679,-79.442,POINT(-79.44311 43.67805),43.678,-79.443,Toronto,,Ontario,Canada,CA-ON,0.039,55,2022-02-02,5.1
dpz83r2,"POLYGON((-79.398193359375 43.6775207519531, -79.3968200683594 43.6775207519531, -79.3968200683594 43.6788940429688, -79.398193359375 43.6788940429688, -79.398193359375 43.6775207519531))",43.678,-79.398,43.679,-79.397,POINT(-79.39773 43.67804),43.678,-79.398,Toronto,,Ontario,Canada,CA-ON,0.005,4,2022-02-02,5.1
dpz2rp2,"POLYGON((-79.4970703125 43.6775207519531, -79.4956970214844 43.6775207519531, -79.4956970214844 43.6788940429688, -79.4970703125 43.6788940429688, -79.4970703125 43.6775207519531))",43.678,-79.497,43.679,-79.496,POINT(-79.49644 43.67815),43.678,-79.496,Toronto,,Ontario,Canada,CA-ON,0.015,8,2022-02-02,5.1
dpz2mpq,"POLYGON((-79.5767211914062 43.6775207519531, -79.5753479003906 43.6775207519531, -79.5753479003906 43.6788940429688, -79.5767211914062 43.6788940429688, -79.5767211914062 43.6775207519531))",43.678,-79.577,43.679,-79.575,POINT(-79.57655 43.67851),43.679,-79.577,Toronto,,Ontario,Canada,CA-ON,0.002,7,2022-02-02,5.1
dpz87x2,"POLYGON((-79.29931640625 43.6775207519531, -79.2979431152344 43.6775207519531, -79.2979431152344 43.6788940429688, -79.29931640625 43.6788940429688, -79.29931640625 43.6775207519531))",43.678,-79.299,43.679,-79.298,POINT(-79.29838 43.67875),43.679,-79.298,Toronto,,Ontario,Canada,CA-ON,0.005,3,2022-02-02,5.1
