Geohash,GeohashBounds,Latitude_SW,Longitude_SW,Latitude_NE,Longitude_NE,Location,Latitude,Longitude,City,County,State,Country,ISO_3166_2,SeverityScore,IncidentsTotal,UpdateDate,Version
dpz89hz,"POLYGON((-79.3995666503906 43.7077331542969, -79.398193359375 43.7077331542969, -79.398193359375 43.7091064453125, -79.3995666503906 43.7091064453125, -79.3995666503906 43.7077331542969))",43.708,-79.4,43.709,-79.398,POINT(-79.39887 43.70803),43.708,-79.399,Toronto,,Ontario,Canada,CA-ON,0.02,3,2022-02-02,5.1
dpz2tub,"POLYGON((-79.552001953125 43.7077331542969, -79.5506286621094 43.7077331542969, -79.5506286621094 43.7091064453125, -79.552001953125 43.7091064453125, -79.552001953125 43.7077331542969))",43.708,-79.552,43.709,-79.551,POINT(-79.55146 43.70826),43.708,-79.551,Toronto,,Ontario,Canada,CA-ON,0.005,3,2022-02-02,5.1
dpz2wuy,"POLYGON((-79.4998168945312 43.7077331542969, -79.4984436035156 43.7077331542969, -79.4984436035156 43.7091064453125, -79.4998168945312 43.7091064453125, -79.4998168945312 43.7077331542969))",43.708,-79.5,43.709,-79.498,POINT(-79.49903 43.7089),43.709,-79.499,Toronto,,Ontario,Canada,CA-ON,0.002,3,2022-02-02,5.1
dpz89ku,"POLYGON((-79.3927001953125 43.7077331542969, -79.3913269042969 43.7077331542969, -79.3913269042969 43.7091064453125, -79.3927001953125 43.7091064453125, -79.3927001953125 43.7077331542969))",43.708,-79.393,43.709,-79.391,POINT(-79.39222 43.70804),43.708,-79.392,Toronto,,Ontario,Canada,CA-ON,0.005,3,2022-02-02,5.1
dpz2xkv,"POLYGON((-79.4792175292969 43.7077331542969, -79.4778442382812 43.7077331542969, -79.4778442382812 43.7091064453125, -79.4792175292969 43.7091064453125, -79.4792175292969 43.7077331542969))",43.708,-79.479,43.709,-79.478,POINT(-79.47806 43.70858),43.709,-79.478,Toronto,,Ontario,Canada,CA-ON,0.038,102,2022-02-02,5.1
dpz2sug,"POLYGON((-79.5918273925781 43.7077331542969, -79.5904541015625 43.7077331542969, -79.5904541015625 43.7091064453125, -79.5918273925781 43.7091064453125, -79.5918273925781 43.7077331542969))",43.708,-79.592,43.709,-79.59,POINT(-79.59145 43.7083),43.708,-79.591,Toronto,,Ontario,Canada,CA-ON,0.011,3,2022-02-02,5.1
dpz2tsy,"POLYGON((-79.5547485351562 43.7077331542969, -79.5533752441406 43.7077331542969, -79.5533752441406 43.7091064453125, -79.5547485351562 43.7091064453125, -79.5547485351562 43.7077331542969))",43.708,-79.555,43.709,-79.553,POINT(-79.55408 43.7084),43.708,-79.554,Toronto,,Ontario,Canada,CA-ON,0.009,212,2022-02-02,5.1
dpz89ky,"POLYGON((-79.3899536132812 43.7077331542969, -79.3885803222656 43.7077331542969, -79.3885803222656 43.7091064453125, -79.3899536132812 43.7091064453125, -79.3899536132812 43.7077331542969))",43.708,-79.39,43.709,-79.389,POINT(-79.38921 43.7087),43.709,-79.389,Toronto,,Ontario,Canada,CA-ON,0.009,5,2022-02-02,5.1
dpz2xky,"POLYGON((-79.4778442382812 43.7077331542969, -79.4764709472656 43.7077331542969, -79.4764709472656 43.7091064453125, -79.4778442382812 43.7091064453125, -79.4778442382812 43.7077331542969))",43.708,-79.478,43.709,-79.476,POINT(-79.47756 43.70837),43.708,-79.478,Toronto,,Ontario,Canada,CA-ON,0.014,11,2022-02-02,5.1
dpz2xku,"POLYGON((-79.4805908203125 43.7077331542969, -79.4792175292969 43.7077331542969, -79.4792175292969 43.7091064453125, -79.4805908203125 43.7091064453125, -79.4805908203125 43.7077331542969))",43.708,-79.481,43.709,-79.479,POINT(-79.4798 43.70818),43.708,-79.48,Toronto,,Ontario,Canada,CA-ON,0.034,10,2022-02-02,5.1
dpz8dhf,"POLYGON((-79.3624877929688 43.7077331542969, -79.3611145019531 43.7077331542969, -79.3611145019531 43.7091064453125, -79.3624877929688 43.7091064453125, -79.3624877929688 43.7077331542969))",43.708,-79.362,43.709,-79.361,POINT(-79.36203 43.70847),43.708,-79.362,Toronto,,Ontario,Canada,CA-ON,0.009,5,2022-02-02,5.1
dpz89kg,"POLYGON((-79.3940734863281 43.7077331542969, -79.3927001953125 43.7077331542969, -79.3927001953125 43.7091064453125, -79.3940734863281 43.7091064453125, -79.3940734863281 43.7077331542969))",43.708,-79.394,43.709,-79.393,POINT(-79.39338 43.70793),43.708,-79.393,Toronto,,Ontario,Canada,CA-ON,0.025,17,2022-02-02,5.1
dpz89kb,"POLYGON((-79.398193359375 43.7077331542969, -79.3968200683594 43.7077331542969, -79.3968200683594 43.7091064453125, -79.398193359375 43.7091064453125, -79.398193359375 43.7077331542969))",43.708,-79.398,43.709,-79.397,POINT(-79.39755 43.70826),43.708,-79.398,Toronto,,Ontario,Canada,CA-ON,0.02,6,2022-02-02,5.1
dpz2tky,"POLYGON((-79.5657348632812 43.7077331542969, -79.5643615722656 43.7077331542969, -79.5643615722656 43.7091064453125, -79.5657348632812 43.7091064453125, -79.5657348632812 43.7077331542969))",43.708,-79.566,43.709,-79.564,POINT(-79.56523 43.70877),43.709,-79.565,Toronto,,Ontario,Canada,CA-ON,0.018,10,2022-02-02,5.1
dpz2xkg,"POLYGON((-79.4819641113281 43.7077331542969, -79.4805908203125 43.7077331542969, -79.4805908203125 43.7091064453125, -79.4819641113281 43.7091064453125, -79.4819641113281 43.7077331542969))",43.708,-79.482,43.709,-79.481,POINT(-79.48126 43.70824),43.708,-79.481,Toronto,,Ontario,Canada,CA-ON,0.004,3,2022-02-02,5.1
dpz88uz,"POLYGON((-79.4105529785156 43.7077331542969, -79.4091796875 43.7077331542969, -79.4091796875 43.7091064453125, -79.4105529785156 43.7091064453125, -79.4105529785156 43.7077331542969))",43.708,-79.411,43.709,-79.409,POINT(-79.41039 43.70855),43.709,-79.41,Toronto,,Ontario,Canada,CA-ON,0.013,10,2022-02-02,5.1
dpz2xuz,"POLYGON((-79.4544982910156 43.7077331542969, -79.453125 43.7077331542969, -79.453125 43.7091064453125, -79.4544982910156 43.7091064453125, -79.4544982910156 43.7077331542969))",43.708,-79.454,43.709,-79.453,POINT(-79.45348 43.70847),43.708,-79.453,Toronto,,Ontario,Canada,CA-ON,0.011,6,2022-02-02,5.1
dpz2tsv,"POLYGON((-79.5561218261719 43.7077331542969, -79.5547485351562 43.7077331542969, -79.5547485351562 43.7091064453125, -79.5561218261719 43.7091064453125, -79.5561218261719 43.7077331542969))",43.708,-79.556,43.709,-79.555,POINT(-79.55553 43.70813),43.708,-79.556,Toronto,,Ontario,Canada,CA-ON,0.006,87,2022-02-02,5.1
dpz2tku,"POLYGON((-79.5684814453125 43.7077331542969, -79.5671081542969 43.7077331542969, -79.5671081542969 43.7091064453125, -79.5684814453125 43.7091064453125, -79.5684814453125 43.7077331542969))",43.708,-79.568,43.709,-79.567,POINT(-79.56816 43.70858),43.709,-79.568,Toronto,,Ontario,Canada,CA-ON,0.152,5,2022-02-02,5.1
dpz89kv,"POLYGON((-79.3913269042969 43.7077331542969, -79.3899536132812 43.7077331542969, -79.3899536132812 43.7091064453125, -79.3913269042969 43.7091064453125, -79.3913269042969 43.7077331542969))",43.708,-79.391,43.709,-79.39,POINT(-79.39042 43.70844),43.708,-79.39,Toronto,,Ontario,Canada,CA-ON,0.031,23,2022-02-02,5.1
dpz2thu,"POLYGON((-79.5794677734375 43.7077331542969, -79.5780944824219 43.7077331542969, -79.5780944824219 43.7091064453125, -79.5794677734375 43.7091064453125, -79.5794677734375 43.7077331542969))",43.708,-79.579,43.709,-79.578,POINT(-79.57872 43.70865),43.709,-79.579,Toronto,,Ontario,Canada,CA-ON,0.041,13,2022-02-02,5.1
dpz89ub,"POLYGON((-79.376220703125 43.7077331542969, -79.3748474121094 43.7077331542969, -79.3748474121094 43.7091064453125, -79.376220703125 43.7091064453125, -79.376220703125 43.7077331542969))",43.708,-79.376,43.709,-79.375,POINT(-79.37602 43.70812),43.708,-79.376,Toronto,,Ontario,Canada,CA-ON,0.008,3,2022-02-02,5.1
dpz8dhc,"POLYGON((-79.3638610839844 43.7077331542969, -79.3624877929688 43.7077331542969, -79.3624877929688 43.7091064453125, -79.3638610839844 43.7091064453125, -79.3638610839844 43.7077331542969))",43.708,-79.364,43.709,-79.362,POINT(-79.36275 43.70868),43.709,-79.363,Toronto,,Ontario,Canada,CA-ON,0.049,9,2022-02-02,5.1
dpz8esf,"POLYGON((-79.2965698242188 43.7077331542969, -79.2951965332031 43.7077331542969, -79.2951965332031 43.7091064453125, -79.2965698242188 43.7091064453125, -79.2965698242188 43.7077331542969))",43.708,-79.297,43.709,-79.295,POINT(-79.29576 43.70874),43.709,-79.296,Toronto,,Ontario,Canada,CA-ON,0.024,20,2022-02-02,5.1
dpz2whv,"POLYGON((-79.5341491699219 43.7077331542969, -79.5327758789063 43.7077331542969, -79.5327758789063 43.7091064453125, -79.5341491699219 43.7091064453125, -79.5341491699219 43.7077331542969))",43.708,-79.534,43.709,-79.533,POINT(-79.53368 43.70818),43.708,-79.534,Toronto,,Ontario,Canada,CA-ON,0.027,36,2022-02-02,5.1
dpz2mjz,"POLYGON((-79.5753479003906 43.6692810058594, -79.573974609375 43.6692810058594, -79.573974609375 43.670654296875, -79.5753479003906 43.670654296875, -79.5753479003906 43.6692810058594))",43.669,-79.575,43.671,-79.574,POINT(-79.57445 43.66993),43.67,-79.574,Toronto,,Ontario,Canada,CA-ON,0.002,22,2022-02-02,5.1
dpz87jz,"POLYGON((-79.3116760253906 43.6692810058594, -79.310302734375 43.6692810058594, -79.310302734375 43.670654296875, -79.3116760253906 43.670654296875, -79.3116760253906 43.6692810058594))",43.669,-79.312,43.671,-79.31,POINT(-79.31104 43.67019),43.67,-79.311,Toronto,,Ontario,Canada,CA-ON,0.007,8,2022-02-02,5.1
dpz83tg,"POLYGON((-79.3830871582031 43.6692810058594, -79.3817138671875 43.6692810058594, -79.3817138671875 43.670654296875, -79.3830871582031 43.670654296875, -79.3830871582031 43.6692810058594))",43.669,-79.383,43.671,-79.382,POINT(-79.38273 43.67001),43.67,-79.383,Toronto,,Ontario,Canada,CA-ON,0.008,6,2022-02-02,5.1
dpz2kvy,"POLYGON((-79.5877075195312 43.6692810058594, -79.5863342285156 43.6692810058594, -79.5863342285156 43.670654296875, -79.5877075195312 43.670654296875, -79.5877075195312 43.6692810058594))",43.669,-79.588,43.671,-79.586,POINT(-79.58715 43.67003),43.67,-79.587,Toronto,,Ontario,Canada,CA-ON,0.001,4,2022-02-02,5.1
dpz2rvg,"POLYGON((-79.4599914550781 43.6692810058594, -79.4586181640625 43.6692810058594, -79.4586181640625 43.670654296875, -79.4599914550781 43.670654296875, -79.4599914550781 43.6692810058594))",43.669,-79.46,43.671,-79.459,POINT(-79.45956 43.67035),43.67,-79.46,Toronto,,Ontario,Canada,CA-ON,0.011,6,2022-02-02,5.1
dpz82tf,"POLYGON((-79.4284057617188 43.6692810058594, -79.4270324707031 43.6692810058594, -79.4270324707031 43.670654296875, -79.4284057617188 43.670654296875, -79.4284057617188 43.6692810058594))",43.669,-79.428,43.671,-79.427,POINT(-79.42766 43.67045),43.67,-79.428,Toronto,,Ontario,Canada,CA-ON,0.006,3,2022-02-02,5.1
dpz2rtc,"POLYGON((-79.4737243652344 43.6692810058594, -79.4723510742188 43.6692810058594, -79.4723510742188 43.670654296875, -79.4737243652344 43.670654296875, -79.4737243652344 43.6692810058594))",43.669,-79.474,43.671,-79.472,POINT(-79.47297 43.67),43.67,-79.473,Toronto,,Ontario,Canada,CA-ON,0.014,5,2022-02-02,5.1
dpz86tf,"POLYGON((-79.3405151367188 43.6692810058594, -79.3391418457031 43.6692810058594, -79.3391418457031 43.670654296875, -79.3405151367188 43.670654296875, -79.3405151367188 43.6692810058594))",43.669,-79.341,43.671,-79.339,POINT(-79.33982 43.66983),43.67,-79.34,Toronto,,Ontario,Canada,CA-ON,0.016,3,2022-02-02,5.1
dpz83mv,"POLYGON((-79.3913269042969 43.6692810058594, -79.3899536132812 43.6692810058594, -79.3899536132812 43.670654296875, -79.3913269042969 43.670654296875, -79.3913269042969 43.6692810058594))",43.669,-79.391,43.671,-79.39,POINT(-79.39013 43.66972),43.67,-79.39,Toronto,,Ontario,Canada,CA-ON,0.005,3,2022-02-02,5.1
dpz82tg,"POLYGON((-79.4270324707031 43.6692810058594, -79.4256591796875 43.6692810058594, -79.4256591796875 43.670654296875, -79.4270324707031 43.670654296875, -79.4270324707031 43.6692810058594))",43.669,-79.427,43.671,-79.426,POINT(-79.42654 43.67058),43.671,-79.427,Toronto,,Ontario,Canada,CA-ON,0.009,4,2022-02-02,5.1
dpz2kvz,"POLYGON((-79.5863342285156 43.6692810058594, -79.5849609375 43.6692810058594, -79.5849609375 43.670654296875, -79.5863342285156 43.670654296875, -79.5863342285156 43.6692810058594))",43.669,-79.586,43.671,-79.585,POINT(-79.58575 43.67001),43.67,-79.586,Toronto,,Ontario,Canada,CA-ON,0.001,10,2022-02-02,5.1
dpz82my,"POLYGON((-79.4338989257812 43.6692810058594, -79.4325256347656 43.6692810058594, -79.4325256347656 43.670654296875, -79.4338989257812 43.670654296875, -79.4338989257812 43.6692810058594))",43.669,-79.434,43.671,-79.433,POINT(-79.43349 43.66956),43.67,-79.433,Toronto,,Ontario,Canada,CA-ON,0.011,9,2022-02-02,5.1
dpz82mc,"POLYGON((-79.4407653808594 43.6692810058594, -79.4393920898438 43.6692810058594, -79.4393920898438 43.670654296875, -79.4407653808594 43.670654296875, -79.4407653808594 43.6692810058594))",43.669,-79.441,43.671,-79.439,POINT(-79.43966 43.66986),43.67,-79.44,Toronto,,Ontario,Canada,CA-ON,0.04,9,2022-02-02,5.1
dpz83vb,"POLYGON((-79.376220703125 43.6692810058594, -79.3748474121094 43.6692810058594, -79.3748474121094 43.670654296875, -79.376220703125 43.670654296875, -79.376220703125 43.6692810058594))",43.669,-79.376,43.671,-79.375,POINT(-79.3757 43.66985),43.67,-79.376,Toronto,,Ontario,Canada,CA-ON,0.005,3,2022-02-02,5.1
dpz83my,"POLYGON((-79.3899536132812 43.6692810058594, -79.3885803222656 43.6692810058594, -79.3885803222656 43.670654296875, -79.3899536132812 43.670654296875, -79.3899536132812 43.6692810058594))",43.669,-79.39,43.671,-79.389,POINT(-79.38938 43.66986),43.67,-79.389,Toronto,,Ontario,Canada,CA-ON,0.012,18,2022-02-02,5.1
dpz2mjy,"POLYGON((-79.5767211914062 43.6692810058594, -79.5753479003906 43.6692810058594, -79.5753479003906 43.670654296875, -79.5767211914062 43.670654296875, -79.5767211914062 43.6692810058594))",43.669,-79.577,43.671,-79.575,POINT(-79.57616 43.67036),43.67,-79.576,Toronto,,Ontario,Canada,CA-ON,0.003,6,2022-02-02,5.1
dpz82tz,"POLYGON((-79.4215393066406 43.6692810058594, -79.420166015625 43.6692810058594, -79.420166015625 43.670654296875, -79.4215393066406 43.670654296875, -79.4215393066406 43.6692810058594))",43.669,-79.422,43.671,-79.42,POINT(-79.42082 43.66987),43.67,-79.421,Toronto,,Ontario,Canada,CA-ON,0.028,4,2022-02-02,5.1
dpz2rty,"POLYGON((-79.4668579101562 43.6692810058594, -79.4654846191406 43.6692810058594, -79.4654846191406 43.670654296875, -79.4668579101562 43.670654296875, -79.4668579101562 43.6692810058594))",43.669,-79.467,43.671,-79.465,POINT(-79.46644 43.66994),43.67,-79.466,Toronto,,Ontario,Canada,CA-ON,0.024,12,2022-02-02,5.1
dpz83tb,"POLYGON((-79.38720703125 43.6692810058594, -79.3858337402344 43.6692810058594, -79.3858337402344 43.670654296875, -79.38720703125 43.670654296875, -79.38720703125 43.6692810058594))",43.669,-79.387,43.671,-79.386,POINT(-79.38659 43.66998),43.67,-79.387,Toronto,,Ontario,Canada,CA-ON,0.015,16,2022-02-02,5.1
dpz2mmb,"POLYGON((-79.573974609375 43.6692810058594, -79.5726013183594 43.6692810058594, -79.5726013183594 43.670654296875, -79.573974609375 43.670654296875, -79.573974609375 43.6692810058594))",43.669,-79.574,43.671,-79.573,POINT(-79.57364 43.66996),43.67,-79.574,Toronto,,Ontario,Canada,CA-ON,0.001,3,2022-02-02,5.1
dpz83tf,"POLYGON((-79.3844604492188 43.6692810058594, -79.3830871582031 43.6692810058594, -79.3830871582031 43.670654296875, -79.3844604492188 43.670654296875, -79.3844604492188 43.6692810058594))",43.669,-79.384,43.671,-79.383,POINT(-79.38348 43.67049),43.67,-79.383,Toronto,,Ontario,Canada,CA-ON,0.004,3,2022-02-02,5.1
dpz83mf,"POLYGON((-79.3954467773438 43.6692810058594, -79.3940734863281 43.6692810058594, -79.3940734863281 43.670654296875, -79.3954467773438 43.670654296875, -79.3954467773438 43.6692810058594))",43.669,-79.395,43.671,-79.394,POINT(-79.39458 43.66991),43.67,-79.395,Toronto,,Ontario,Canada,CA-ON,0.009,19,2022-02-02,5.1
dpz2kvv,"POLYGON((-79.5890808105469 43.6692810058594, -79.5877075195312 43.6692810058594, -79.5877075195312 43.670654296875, -79.5890808105469 43.670654296875, -79.5890808105469 43.6692810058594))",43.669,-79.589,43.671,-79.588,POINT(-79.58804 43.67021),43.67,-79.588,Toronto,,Ontario,Canada,CA-ON,0.001,3,2022-02-02,5.1
dpz83tv,"POLYGON((-79.3803405761719 43.6692810058594, -79.3789672851562 43.6692810058594, -79.3789672851562 43.670654296875, -79.3803405761719 43.670654296875, -79.3803405761719 43.6692810058594))",43.669,-79.38,43.671,-79.379,POINT(-79.37971 43.66999),43.67,-79.38,Toronto,,Ontario,Canada,CA-ON,0.02,6,2022-02-02,5.1
dpz86jv,"POLYGON((-79.3583679199219 43.6692810058594, -79.3569946289062 43.6692810058594, -79.3569946289062 43.670654296875, -79.3583679199219 43.670654296875, -79.3583679199219 43.6692810058594))",43.669,-79.358,43.671,-79.357,POINT(-79.35762 43.67009),43.67,-79.358,Toronto,,Ontario,Canada,CA-ON,0,3,2022-02-02,5.1
dpz8gz1,"POLYGON((-79.2869567871094 43.7640380859375, -79.2855834960938 43.7640380859375, -79.2855834960938 43.7654113769531, -79.2869567871094 43.7654113769531, -79.2869567871094 43.7640380859375))",43.764,-79.287,43.765,-79.286,POINT(-79.28628 43.76461),43.765,-79.286,Toronto,,Ontario,Canada,CA-ON,0.004,3,2022-02-02,5.1
dpz8cxp,"POLYGON((-79.3775939941406 43.7640380859375, -79.376220703125 43.7640380859375, -79.376220703125 43.7654113769531, -79.3775939941406 43.7654113769531, -79.3775939941406 43.7640380859375))",43.764,-79.378,43.765,-79.376,POINT(-79.37706 43.76495),43.765,-79.377,Toronto,,Ontario,Canada,CA-ON,0.019,255,2022-02-02,5.1
dpz2zpj,"POLYGON((-79.4902038574219 43.7640380859375, -79.4888305664062 43.7640380859375, -79.4888305664062 43.7654113769531, -79.4902038574219 43.7654113769531, -79.4902038574219 43.7640380859375))",43.764,-79.49,43.765,-79.489,POINT(-79.48887 43.76517),43.765,-79.489,Toronto,,Ontario,Canada,CA-ON,0.022,7,2022-02-02,5.1
dpz2zpn,"POLYGON((-79.4888305664062 43.7640380859375, -79.4874572753906 43.7640380859375, -79.4874572753906 43.7654113769531, -79.4888305664062 43.7654113769531, -79.4888305664062 43.7640380859375))",43.764,-79.489,43.765,-79.487,POINT(-79.48834 43.76449),43.764,-79.488,Toronto,,Ontario,Canada,CA-ON,0.041,81,2022-02-02,5.1
dpz8cxn,"POLYGON((-79.3789672851562 43.7640380859375, -79.3775939941406 43.7640380859375, -79.3775939941406 43.7654113769531, -79.3789672851562 43.7654113769531, -79.3789672851562 43.7640380859375))",43.764,-79.379,43.765,-79.378,POINT(-79.3783 43.76508),43.765,-79.378,Toronto,,Ontario,Canada,CA-ON,0.003,31,2022-02-02,5.1
dpz8cr4,"POLYGON((-79.3954467773438 43.7640380859375, -79.3940734863281 43.7640380859375, -79.3940734863281 43.7654113769531, -79.3954467773438 43.7654113769531, -79.3954467773438 43.7640380859375))",43.764,-79.395,43.765,-79.394,POINT(-79.39495 43.765),43.765,-79.395,Toronto,,Ontario,Canada,CA-ON,0.047,16,2022-02-02,5.1
dpz8br1,"POLYGON((-79.4407653808594 43.7640380859375, -79.4393920898438 43.7640380859375, -79.4393920898438 43.7654113769531, -79.4407653808594 43.7654113769531, -79.4407653808594 43.7640380859375))",43.764,-79.441,43.765,-79.439,POINT(-79.44068 43.76512),43.765,-79.441,Toronto,,Ontario,Canada,CA-ON,0.086,17,2022-02-02,5.1
dpz8fxh,"POLYGON((-79.3377685546875 43.7640380859375, -79.3363952636719 43.7640380859375, -79.3363952636719 43.7654113769531, -79.3377685546875 43.7654113769531, -79.3377685546875 43.7640380859375))",43.764,-79.338,43.765,-79.336,POINT(-79.33725 43.76451),43.765,-79.337,Toronto,,Ontario,Canada,CA-ON,0.005,24,2022-02-02,5.1
dpz8gzj,"POLYGON((-79.2814636230469 43.7640380859375, -79.2800903320312 43.7640380859375, -79.2800903320312 43.7654113769531, -79.2814636230469 43.7654113769531, -79.2814636230469 43.7640380859375))",43.764,-79.281,43.765,-79.28,POINT(-79.28075 43.76476),43.765,-79.281,Toronto,,Ontario,Canada,CA-ON,0.025,18,2022-02-02,5.1
dpz8crp,"POLYGON((-79.3885803222656 43.7640380859375, -79.38720703125 43.7640380859375, -79.38720703125 43.7654113769531, -79.3885803222656 43.7654113769531, -79.3885803222656 43.7640380859375))",43.764,-79.389,43.765,-79.387,POINT(-79.38758 43.76489),43.765,-79.388,Toronto,,Ontario,Canada,CA-ON,0.011,10,2022-02-02,5.1
dpz2vx0,"POLYGON((-79.56298828125 43.7640380859375, -79.5616149902344 43.7640380859375, -79.5616149902344 43.7654113769531, -79.56298828125 43.7654113769531, -79.56298828125 43.7640380859375))",43.764,-79.563,43.765,-79.562,POINT(-79.5626 43.76491),43.765,-79.563,Toronto,,Ontario,Canada,CA-ON,0.005,4,2022-02-02,5.1
dpz2zph,"POLYGON((-79.4915771484375 43.7640380859375, -79.4902038574219 43.7640380859375, -79.4902038574219 43.7654113769531, -79.4915771484375 43.7654113769531, -79.4915771484375 43.7640380859375))",43.764,-79.492,43.765,-79.49,POINT(-79.49104 43.76473),43.765,-79.491,Toronto,,Ontario,Canada,CA-ON,0.004,3,2022-02-02,5.1
dpz8cz1,"POLYGON((-79.3748474121094 43.7640380859375, -79.3734741210938 43.7640380859375, -79.3734741210938 43.7654113769531, -79.3748474121094 43.7654113769531, -79.3748474121094 43.7640380859375))",43.764,-79.375,43.765,-79.373,POINT(-79.37426 43.76527),43.765,-79.374,Toronto,,Ontario,Canada,CA-ON,0.008,16,2022-02-02,5.1
