,LATITUDE,LONGITUDE,INVAGE,RDSFCOND,VISIBILITY,LIGHT,TRAFFCTL,DRIVACT,DRIVCOND,VEHTYPE,TIME,AvgAcceleration,PercentCar,PercentHDT,PercentLDT,PercentMDT,PercentMPV,PercentOfVehicles,PercentOther,COUNT
125,43.621,-79.56,35 to 39,<Null>,<Null>,Daylight,No Control,Lost control,Normal,"Automobile, Station Wagon",840.0,0.759,0.009,0.586,0.165,0.035,0.041,0.081,0.164,1
126,43.621,-79.543,70 to 74,Dry,Clear,Daylight,No Control,Lost control,Unknown,"Automobile, Station Wagon",1152.0,0.48,0.0,0.37,0.181,0.0,0.165,0.08,0.283,1
127,43.621,-79.525,55 to 59,Wet,Rain,Daylight,Stop Sign,Improper Turn,Normal,"Automobile, Station Wagon",1675.5,0.602,0.014,0.206,0.257,0.148,0.243,0.065,0.132,2
128,43.621,-79.525,unknown,Wet,Clear,"Dark, artificial",No Control,Failed to Yield Right of Way,Unknown,<Null>,1675.5,0.602,0.014,0.206,0.257,0.148,0.243,0.065,0.132,2
129,43.621,-79.524,40 to 44,Dry,Clear,"Dark, artificial",No Control,Improper Lane Change,Inattentive,"Automobile, Station Wagon",2259.0,0.494,0.006,0.227,0.298,0.085,0.259,0.036,0.125,1
130,43.621,-79.523,20 to 24,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1230.0,0.532,0.003,0.229,0.317,0.065,0.128,0.038,0.259,2
131,43.621,-79.509,30 to 34,Dry,Clear,Dark,No Control,Lost control,"Ability Impaired, Alcohol","Automobile, Station Wagon",120.0,0.463,0.021,0.276,0.294,0.079,0.205,0.007,0.124,1
132,43.621,-79.5,55 to 59,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",525.0,0.44,0.03,0.195,0.349,0.08,0.246,0.031,0.1,2
133,43.621,-79.5,55 to 59,Dry,Clear,"Dark, artificial",Traffic Signal,Other,Unknown,Motorcycle,525.0,0.44,0.03,0.195,0.349,0.08,0.246,0.031,0.1,2
134,43.622,-79.549,30 to 34,Dry,Clear,"Dark, artificial",No Control,Improper Lane Change,"Ability Impaired, Alcohol Over .08","Automobile, Station Wagon",2140.0,0.818,0.002,0.437,0.138,0.021,0.208,0.106,0.194,1
135,43.622,-79.503,15 to 19,Dry,Clear,"Dark, artificial",No Control,Lost control,Normal,"Automobile, Station Wagon",108.0,0.754,0.021,0.26,0.286,0.073,0.248,0.007,0.112,1
136,43.622,-79.503,20 to 24,Dry,Clear,"Dark, artificial",No Control,Improper Lane Change,Unknown,"Automobile, Station Wagon",108.0,0.754,0.021,0.26,0.286,0.073,0.248,0.007,0.112,1
137,43.622,-79.502,20 to 24,Wet,Rain,Dark,No Control,Exceeding Speed Limit,Unknown,"Automobile, Station Wagon",300.0,0.629,0.014,0.317,0.204,0.091,0.292,0.007,0.083,1
138,43.622,-79.497,45 to 49,Wet,Rain,Dawn,Stop Sign,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1913.0,0.56,0.007,0.284,0.212,0.063,0.399,0.046,0.034,1
139,43.622,-79.481,40 to 44,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,"Automobile, Station Wagon",1286.5,0.288,0.0,0.467,0.233,0.0,0.133,0.017,0.167,3
140,43.622,-79.481,50 to 54,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1286.5,0.288,0.0,0.467,0.233,0.0,0.133,0.017,0.167,3
141,43.623,-79.535,25 to 29,Dry,Clear,Daylight,No Control,Lost control,Normal,"Automobile, Station Wagon",1087.5,0.189,0.001,0.337,0.055,0.492,0.049,0.002,0.066,2
142,43.623,-79.535,55 to 59,Dry,Clear,Daylight,Stop Sign,Improper Turn,Inattentive,"Automobile, Station Wagon",1087.5,0.189,0.001,0.337,0.055,0.492,0.049,0.002,0.066,2
143,43.623,-79.514,20 to 24,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1770.5,0.421,0.015,0.277,0.325,0.065,0.226,0.017,0.091,2
144,43.623,-79.514,35 to 39,Dry,Clear,Dark,Traffic Signal,Lost control,"Ability Impaired, Alcohol Over .08","Automobile, Station Wagon",1770.5,0.421,0.015,0.277,0.325,0.065,0.226,0.017,0.091,2
145,43.623,-79.502,60 to 64,Dry,Clear,"Dark, artificial",No Control,Exceeding Speed Limit,"Ability Impaired, Alcohol","Automobile, Station Wagon",1845.0,0.443,0.021,0.228,0.339,0.092,0.188,0.067,0.131,1
146,43.623,-79.499,20 to 24,Dry,Clear,"Dark, artificial",No Control,Improper Lane Change,Inattentive,"Automobile, Station Wagon",331.0,0.428,0.026,0.235,0.32,0.092,0.216,0.005,0.111,1
147,43.623,-79.499,30 to 34,Dry,Clear,"Dark, artificial",No Control,Exceeding Speed Limit,Normal,"Automobile, Station Wagon",331.0,0.428,0.026,0.235,0.32,0.092,0.216,0.005,0.111,1
148,43.623,-79.496,20 to 24,Dry,Clear,Daylight,No Control,Speed too Fast For Condition,Unknown,Motorcycle,555.0,0.354,0.001,0.266,0.207,0.082,0.384,0.028,0.06,1
149,43.623,-79.477,25 to 29,Dry,Clear,Daylight,No Control,Improper Turn,Inattentive,"Automobile, Station Wagon",1535.0,0.362,0.122,0.0,0.531,0.0,0.245,0.031,0.102,1
150,43.624,-79.511,35 to 39,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,"Automobile, Station Wagon",1755.0,0.323,0.013,0.334,0.286,0.08,0.162,0.013,0.124,1
151,43.624,-79.51,80 to 84,Dry,Clear,Daylight,No Control,Improper Turn,Normal,"Automobile, Station Wagon",1206.0,0.402,0.004,0.469,0.187,0.07,0.149,0.023,0.122,1
152,43.624,-79.508,40 to 44,Wet,Rain,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1455.0,0.271,0.095,0.063,0.347,0.058,0.315,0.045,0.123,1
153,43.625,-79.528,60 to 64,Dry,Clear,"Dusk, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",2318.0,0.416,0.018,0.199,0.3,0.092,0.269,0.041,0.122,1
154,43.625,-79.495,35 to 39,Dry,Clear,"Dark, artificial",No Control,Other,Unknown,"Automobile, Station Wagon",115.0,0.566,0.007,0.272,0.362,0.055,0.201,0.063,0.103,1
155,43.625,-79.488,15 to 19,Wet,Rain,Dark,No Control,Lost control,Normal,"Automobile, Station Wagon",1958.0,0.815,0.066,0.236,0.281,0.1,0.195,0.019,0.121,1
156,43.626,-79.528,25 to 29,Dry,Clear,"Dark, artificial",No Control,Exceeding Speed Limit,Unknown,Motorcycle,942.3333333333334,0.526,0.009,0.132,0.302,0.072,0.351,0.161,0.135,3
157,43.626,-79.528,40 to 44,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",942.3333333333334,0.526,0.009,0.132,0.302,0.072,0.351,0.161,0.135,3
158,43.626,-79.528,45 to 49,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",942.3333333333334,0.526,0.009,0.132,0.302,0.072,0.351,0.161,0.135,3
159,43.626,-79.502,20 to 24,Dry,Clear,"Dark, artificial",Traffic Signal,Exceeding Speed Limit,Normal,"Automobile, Station Wagon",2206.0,0.415,0.028,0.182,0.317,0.062,0.271,0.022,0.14,1
160,43.626,-79.502,45 to 49,Dry,Clear,"Dark, artificial",Traffic Signal,Improper Turn,Normal,"Automobile, Station Wagon",2206.0,0.415,0.028,0.182,0.317,0.062,0.271,0.022,0.14,1
161,43.626,-79.501,65 to 69,Dry,Clear,Daylight,Stop Sign,Improper Turn,Normal,"Automobile, Station Wagon",710.0,0.307,0.03,0.307,0.239,0.038,0.291,0.022,0.095,1
162,43.626,-79.487,35 to 39,Dry,Clear,Daylight,No Control,Following too Close,Inattentive,"Automobile, Station Wagon",955.0,1.196,0.036,0.227,0.355,0.087,0.184,0.018,0.111,1
163,43.626,-79.479,50 to 54,Dry,Clear,Daylight,No Control,Improper Lane Change,Inattentive,Motorcycle,1910.0,0.631,0.026,0.413,0.247,0.065,0.13,0.075,0.118,1
164,43.627,-79.562,15 to 19,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,<Null>,1091.5,0.472,0.017,0.336,0.244,0.053,0.07,0.045,0.28,2
165,43.627,-79.562,45 to 49,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1091.5,0.472,0.017,0.336,0.244,0.053,0.07,0.045,0.28,2
166,43.627,-79.495,55 to 59,Dry,Clear,Daylight,No Control,Lost control,Medical or Physical Disability,"Automobile, Station Wagon",1825.0,0.4,0.0,0.296,0.241,0.015,0.387,0.031,0.061,1
167,43.627,-79.481,35 to 39,Dry,Clear,Dark,No Control,Lost control,"Ability Impaired, Alcohol Over .08","Automobile, Station Wagon",2222.0,0.876,0.035,0.14,0.441,0.072,0.206,0.003,0.106,1
168,43.628,-79.558,20 to 24,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,"Automobile, Station Wagon",700.0,0.429,0.024,0.318,0.255,0.093,0.101,0.015,0.208,1
169,43.628,-79.558,25 to 29,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,"Automobile, Station Wagon",700.0,0.429,0.024,0.318,0.255,0.093,0.101,0.015,0.208,1
170,43.628,-79.554,25 to 29,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1128.5,0.628,0.001,0.093,0.037,0.013,0.003,0.007,0.853,4
171,43.628,-79.554,40 to 44,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Unknown,"Automobile, Station Wagon",1128.5,0.628,0.001,0.093,0.037,0.013,0.003,0.007,0.853,4
172,43.628,-79.554,60 to 64,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,"Automobile, Station Wagon",1128.5,0.628,0.001,0.093,0.037,0.013,0.003,0.007,0.853,4
173,43.628,-79.554,60 to 64,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,"Automobile, Station Wagon",1128.5,0.628,0.001,0.093,0.037,0.013,0.003,0.007,0.853,4
174,43.628,-79.516,40 to 44,Dry,Clear,Daylight,Traffic Signal,Following too Close,Normal,"Automobile, Station Wagon",1205.0,0.343,0.016,0.196,0.295,0.077,0.316,0.019,0.1,1
175,43.628,-79.503,60 to 64,Dry,Clear,Dark,No Control,<Null>,<Null>,"Automobile, Station Wagon",2000.0,0.474,0.022,0.187,0.345,0.077,0.276,0.017,0.092,3
176,43.628,-79.491,35 to 39,Wet,Clear,"Dark, artificial",No Control,Other,Normal,Taxi,237.0,0.402,0.025,0.031,0.163,0.038,0.603,0.068,0.141,1
177,43.628,-79.49,15 to 19,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Unknown,"Automobile, Station Wagon",2248.0,0.285,0.08,0.051,0.531,0.033,0.218,0.046,0.087,1
178,43.628,-79.478,30 to 34,Wet,Clear,Daylight,No Control,Speed too Fast For Condition,Inattentive,Motorcycle,1700.0,0.48,0.113,0.108,0.273,0.095,0.305,0.051,0.105,1
179,43.629,-79.487,25 to 29,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1059.0,0.532,0.008,0.489,0.024,0.164,0.089,0.026,0.226,1
180,43.629,-79.478,45 to 49,Wet,Clear,Dark,No Control,Lost control,Unknown,"Automobile, Station Wagon",638.0,0.664,0.056,0.122,0.343,0.101,0.28,0.02,0.098,1
181,43.63,-79.563,20 to 24,Wet,Rain,Dark,No Control,Lost control,Normal,"Automobile, Station Wagon",238.0,0.571,0.006,0.189,0.393,0.074,0.242,0.047,0.097,1
182,43.63,-79.517,35 to 39,Dry,Clear,Daylight,No Control,Lost control,Normal,Motorcycle,1631.0,0.441,0.026,0.196,0.346,0.077,0.228,0.015,0.127,1
183,43.63,-79.484,40 to 44,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,Delivery Van,1847.0,0.489,0.024,0.439,0.16,0.147,0.111,0.029,0.118,2
184,43.63,-79.483,30 to 34,Dry,Clear,Dark,No Control,Lost control,"Ability Impaired, Alcohol","Automobile, Station Wagon",2206.0,0.607,0.016,0.356,0.192,0.167,0.171,0.029,0.098,1
185,43.63,-79.427,50 to 54,Loose Snow,Clear,Daylight,No Control,Lost control,Normal,"Automobile, Station Wagon",1351.5,0.161,0.034,0.145,0.396,0.073,0.237,0.0,0.114,2
186,43.63,-79.427,55 to 59,Dry,Clear,Daylight,No Control,Lost control,Inattentive,"Automobile, Station Wagon",1351.5,0.161,0.034,0.145,0.396,0.073,0.237,0.0,0.114,2
187,43.63,-79.426,25 to 29,Dry,Clear,"Dark, artificial",No Control,Exceeding Speed Limit,Inattentive,"Automobile, Station Wagon",521.0,0.456,0.04,0.141,0.423,0.072,0.208,0.001,0.116,1
188,43.63,-79.425,30 to 34,Dry,Clear,Daylight,No Control,Other,Inattentive,"Automobile, Station Wagon",1805.0,0.368,0.179,0.117,0.356,0.067,0.174,0.003,0.107,1
189,43.63,-79.424,20 to 24,Dry,Clear,Daylight,No Control,Lost control,"Ability Impaired, Alcohol","Automobile, Station Wagon",645.0,0.374,0.254,0.111,0.291,0.07,0.181,0.01,0.094,1
190,43.63,-79.419,20 to 24,Dry,Clear,"Dark, artificial",Traffic Signal,Improper Turn,Inattentive,Passenger Van,2008.0,0.548,0.048,0.086,0.44,0.046,0.293,0.022,0.087,4
191,43.63,-79.419,45 to 49,Dry,Clear,"Dark, artificial",Traffic Signal,Improper Turn,Normal,Passenger Van,2008.0,0.548,0.048,0.086,0.44,0.046,0.293,0.022,0.087,4
192,43.63,-79.419,70 to 74,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,"Automobile, Station Wagon",2008.0,0.548,0.048,0.086,0.44,0.046,0.293,0.022,0.087,4
193,43.631,-79.576,15 to 19,Dry,Clear,Daylight,No Control,Lost control,Fatigue,"Automobile, Station Wagon",1215.0,0.524,0.017,0.089,0.367,0.102,0.307,0.097,0.118,1
194,43.631,-79.552,35 to 39,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,"Automobile, Station Wagon",1485.0,0.377,0.014,0.316,0.211,0.085,0.091,0.045,0.284,3
195,43.631,-79.552,65 to 69,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,"Automobile, Station Wagon",1485.0,0.377,0.014,0.316,0.211,0.085,0.091,0.045,0.284,3
196,43.631,-79.552,65 to 69,Wet,Rain,Dark,Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1485.0,0.377,0.014,0.316,0.211,0.085,0.091,0.045,0.284,3
197,43.631,-79.531,45 to 49,Wet,Rain,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",502.0,0.499,0.03,0.115,0.332,0.062,0.345,0.065,0.116,1
198,43.632,-79.575,20 to 24,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1555.0,0.453,0.028,0.08,0.459,0.077,0.25,0.058,0.107,1
199,43.632,-79.544,35 to 39,Dry,Clear,Daylight,Traffic Controller,Failed to Yield Right of Way,Normal,"Truck - Closed (Blazer, etc)",1949.0,0.634,0.02,0.408,0.172,0.14,0.126,0.05,0.135,1
200,43.632,-79.531,20 to 24,Dry,Clear,Dark,No Control,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08","Automobile, Station Wagon",202.0,0.462,0.032,0.12,0.352,0.082,0.288,0.025,0.126,1
201,43.632,-79.524,20 to 24,Dry,Clear,Daylight,No Control,Improper Passing,Inattentive,"Automobile, Station Wagon",1204.0,0.518,0.0,0.631,0.027,0.01,0.154,0.035,0.177,1
202,43.632,-79.476,35 to 39,Dry,Clear,Daylight,No Control,Lost control,Unknown,Motorcycle,1709.0,0.541,0.034,0.15,0.437,0.072,0.184,0.002,0.122,1
203,43.632,-79.473,35 to 39,Dry,"Fog, Mist, Smoke, Dust",Daylight,No Control,Other,Other,"Automobile, Station Wagon",1025.0,0.419,0.013,0.032,0.567,0.08,0.234,0.049,0.073,1
204,43.632,-79.473,65 to 69,Dry,"Fog, Mist, Smoke, Dust",Daylight,No Control,Speed too Fast For Condition,Inattentive,"Automobile, Station Wagon",1025.0,0.419,0.013,0.032,0.567,0.08,0.234,0.049,0.073,1
205,43.632,-79.434,20 to 24,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1328.5,0.668,0.036,0.122,0.429,0.086,0.201,0.04,0.126,2
206,43.632,-79.434,30 to 34,Dry,Clear,Daylight,No Control,Improper Lane Change,Inattentive,"Automobile, Station Wagon",1328.5,0.668,0.036,0.122,0.429,0.086,0.201,0.04,0.126,2
207,43.632,-79.433,25 to 29,Dry,Clear,Dark,No Control,Lost control,Normal,Motorcycle,2252.0,0.642,0.027,0.156,0.397,0.089,0.221,0.021,0.111,1
208,43.632,-79.432,45 to 49,Dry,Clear,Dark,No Control,Lost control,"Ability Impaired, Alcohol","Automobile, Station Wagon",319.0,0.588,0.031,0.163,0.408,0.085,0.195,0.043,0.118,1
209,43.632,-79.429,20 to 24,Other,Clear,"Dark, artificial",No Control,Other,Had Been Drinking,"Automobile, Station Wagon",233.0,0.518,0.519,0.07,0.201,0.045,0.077,0.059,0.087,1
210,43.632,-79.41,20 to 24,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",2090.0,0.387,0.071,0.097,0.43,0.079,0.262,0.067,0.062,3
211,43.632,-79.41,25 to 29,Dry,Clear,Dark,Traffic Signal,Lost control,Inattentive,"Automobile, Station Wagon",2090.0,0.387,0.071,0.097,0.43,0.079,0.262,0.067,0.062,3
212,43.632,-79.41,60 to 64,Dry,Clear,Dark,Traffic Signal,Disobeyed Traffic Control,Unknown,"Automobile, Station Wagon",2090.0,0.387,0.071,0.097,0.43,0.079,0.262,0.067,0.062,3
213,43.633,-79.57,45 to 49,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1699.25,0.367,0.008,0.127,0.252,0.041,0.411,0.03,0.161,4
214,43.633,-79.57,50 to 54,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1699.25,0.367,0.008,0.127,0.252,0.041,0.411,0.03,0.161,4
215,43.633,-79.57,55 to 59,Wet,Rain,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Unknown,"Automobile, Station Wagon",1699.25,0.367,0.008,0.127,0.252,0.041,0.411,0.03,0.161,4
216,43.633,-79.57,70 to 74,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1699.25,0.367,0.008,0.127,0.252,0.041,0.411,0.03,0.161,4
217,43.633,-79.52,45 to 49,Dry,Clear,Daylight,No Control,Lost control,Unknown,Motorcycle,1029.0,0.437,0.261,0.25,0.103,0.025,0.184,0.088,0.177,1
218,43.633,-79.472,20 to 24,Dry,Clear,"Dark, artificial",No Control,Lost control,"Ability Impaired, Alcohol Over .08","Automobile, Station Wagon",345.0,0.279,0.079,0.109,0.455,0.069,0.205,0.001,0.084,1
219,43.633,-79.437,20 to 24,Wet,Rain,"Dark, artificial",No Control,Lost control,Inattentive,"Automobile, Station Wagon",550.6666666666666,0.544,0.048,0.068,0.504,0.048,0.243,0.041,0.088,3
220,43.633,-79.437,25 to 29,Wet,Clear,Dark,No Control,Lost control,Inattentive,"Automobile, Station Wagon",550.6666666666666,0.544,0.048,0.068,0.504,0.048,0.243,0.041,0.088,3
221,43.633,-79.437,35 to 39,Dry,Clear,Daylight,No Control,Speed too Fast For Condition,Normal,Motorcycle,550.6666666666666,0.544,0.048,0.068,0.504,0.048,0.243,0.041,0.088,3
222,43.633,-79.436,35 to 39,Dry,Clear,Daylight,No Control,Following too Close,Normal,"Automobile, Station Wagon",1620.0,0.547,0.032,0.148,0.406,0.085,0.201,0.046,0.127,1
223,43.633,-79.435,25 to 29,Dry,Clear,Dark,No Control,Lost control,Unknown,"Automobile, Station Wagon",645.5,0.432,0.029,0.178,0.371,0.1,0.196,0.025,0.126,2
224,43.633,-79.435,55 to 59,Dry,Clear,Daylight,No Control,Lost control,Unknown,Motorcycle,645.5,0.432,0.029,0.178,0.371,0.1,0.196,0.025,0.126,2
225,43.633,-79.434,25 to 29,Wet,Rain,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,Normal,"Automobile, Station Wagon",1623.75,0.483,0.03,0.175,0.41,0.084,0.181,0.024,0.12,5
226,43.633,-79.434,35 to 39,Dry,Clear,Daylight,No Control,Following too Close,Normal,"Automobile, Station Wagon",1623.75,0.483,0.03,0.175,0.41,0.084,0.181,0.024,0.12,5
227,43.633,-79.434,40 to 44,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1623.75,0.483,0.03,0.175,0.41,0.084,0.181,0.024,0.12,5
228,43.633,-79.434,50 to 54,Dry,Clear,"Dark, artificial",No Control,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1623.75,0.483,0.03,0.175,0.41,0.084,0.181,0.024,0.12,5
229,43.633,-79.427,unknown,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Unknown,"Automobile, Station Wagon",954.0,0.644,0.214,0.13,0.254,0.054,0.257,0.014,0.09,1
230,43.634,-79.567,35 to 39,Other,Other,Daylight,Traffic Signal,Improper Turn,Unknown,"Automobile, Station Wagon",1556.0,0.377,0.015,0.12,0.433,0.113,0.246,0.036,0.074,1
231,43.634,-79.506,25 to 29,Dry,Clear,"Dark, artificial",No Control,Other,Fatigue,"Automobile, Station Wagon",420.0,0.351,0.03,0.166,0.377,0.091,0.248,0.007,0.087,1
232,43.634,-79.472,55 to 59,Dry,Clear,Daylight,No Control,Lost control,Normal,"Automobile, Station Wagon",1030.0,0.666,0.039,0.163,0.402,0.079,0.196,0.012,0.121,1
233,43.634,-79.471,20 to 24,Dry,Clear,Dark,No Control,Lost control,Unknown,Motorcycle,834.0,0.646,0.044,0.146,0.399,0.08,0.211,0.005,0.12,3
234,43.634,-79.471,20 to 24,Wet,Rain,Dark,No Control,Lost control,"Ability Impaired, Alcohol","Automobile, Station Wagon",834.0,0.646,0.044,0.146,0.399,0.08,0.211,0.005,0.12,3
235,43.634,-79.471,35 to 39,Dry,Clear,Dark,No Control,Speed too Fast For Condition,Unknown,"Automobile, Station Wagon",834.0,0.646,0.044,0.146,0.399,0.08,0.211,0.005,0.12,3
236,43.634,-79.47,30 to 34,Dry,Clear,"Dark, artificial",No Control,Lost control,Had Been Drinking,Motorcycle,102.0,0.679,0.039,0.119,0.41,0.089,0.234,0.004,0.109,1
237,43.634,-79.438,20 to 24,Dry,Clear,Daylight,No Control,Improper Turn,Normal,"Automobile, Station Wagon",454.0,0.403,0.03,0.138,0.416,0.064,0.214,0.017,0.138,2
238,43.634,-79.438,45 to 49,Dry,Clear,Dark,No Control,Lost control,Inattentive,"Automobile, Station Wagon",454.0,0.403,0.03,0.138,0.416,0.064,0.214,0.017,0.138,2
239,43.634,-79.435,35 to 39,Dry,Clear,Dark,No Control,<Null>,<Null>,"Automobile, Station Wagon",443.0,0.399,0.027,0.105,0.444,0.092,0.198,0.032,0.134,1
240,43.634,-79.425,35 to 39,Dry,Clear,"Dark, artificial",Traffic Signal,Lost control,"Ability Impaired, Alcohol","Automobile, Station Wagon",138.0,0.333,0.096,0.17,0.381,0.076,0.148,0.004,0.131,1
241,43.634,-79.421,35 to 39,Dry,Clear,Dark,No Control,Following too Close,Unknown,"Automobile, Station Wagon",2350.0,0.564,0.677,0.018,0.163,0.014,0.046,0.023,0.081,1
242,43.634,-79.408,40 to 44,Dry,Clear,"Dark, artificial",Traffic Signal,Improper Turn,Inattentive,"Automobile, Station Wagon",1320.0,0.257,0.106,0.042,0.482,0.035,0.182,0.031,0.154,5
243,43.634,-79.408,45 to 49,Dry,Clear,Dark,Traffic Signal,Disobeyed Traffic Control,Inattentive,Taxi,1320.0,0.257,0.106,0.042,0.482,0.035,0.182,0.031,0.154,5
244,43.634,-79.408,75 to 79,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Medical or Physical Disability,"Automobile, Station Wagon",1320.0,0.257,0.106,0.042,0.482,0.035,0.182,0.031,0.154,5
245,43.635,-79.563,40 to 44,Dry,Clear,Daylight,Stop Sign,Disobeyed Traffic Control,Normal,"Automobile, Station Wagon",1220.0,0.518,0.017,0.148,0.436,0.06,0.262,0.09,0.077,2
246,43.635,-79.562,80 to 84,Wet,Rain,Dark,Traffic Signal,Improper Turn,Normal,"Automobile, Station Wagon",2042.0,0.5,0.048,0.107,0.397,0.09,0.275,0.078,0.084,1
247,43.635,-79.561,80 to 84,Dry,Clear,Daylight,No Control,Lost control,Unknown,"Automobile, Station Wagon",1423.0,0.469,0.356,0.139,0.225,0.077,0.064,0.054,0.139,1
248,43.635,-79.526,25 to 29,Dry,Clear,Daylight,No Control,Other,Unknown,Truck - Open,800.0,1.523,0.009,0.191,0.143,0.301,0.281,0.111,0.076,1
249,43.635,-79.526,55 to 59,Dry,Clear,Daylight,No Control,Other,Normal,"Automobile, Station Wagon",800.0,1.523,0.009,0.191,0.143,0.301,0.281,0.111,0.076,1
250,43.635,-79.474,25 to 29,Dry,Clear,Daylight,No Control,Exceeding Speed Limit,Unknown,"Automobile, Station Wagon",1812.0,0.392,0.033,0.117,0.385,0.1,0.253,0.047,0.111,1
251,43.635,-79.473,35 to 39,Dry,Clear,"Dark, artificial",No Control,Exceeding Speed Limit,Normal,"Automobile, Station Wagon",2030.0,0.563,0.048,0.118,0.383,0.104,0.229,0.045,0.117,1
252,43.635,-79.472,30 to 34,Wet,Clear,Daylight,Traffic Signal,Following too Close,Inattentive,Municipal Transit Bus (TTC),1710.0,0.622,0.045,0.123,0.353,0.09,0.188,0.063,0.201,1
253,43.635,-79.442,40 to 44,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,"Automobile, Station Wagon",1015.0,0.0,0.01,0.027,0.426,0.079,0.084,0.0,0.373,1
254,43.635,-79.44,30 to 34,Wet,Rain,"Dark, artificial",No Control,Speed too Fast For Condition,Normal,"Automobile, Station Wagon",17.0,0.448,0.031,0.191,0.388,0.083,0.185,0.001,0.121,1
255,43.635,-79.397,35 to 39,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,"Automobile, Station Wagon",1555.0,0.493,0.02,0.141,0.511,0.036,0.219,0.088,0.073,1
256,43.636,-79.567,unknown,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Unknown,"Automobile, Station Wagon",1115.0,0.39,0.028,0.155,0.354,0.082,0.304,0.048,0.076,1
257,43.636,-79.556,45 to 49,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,"Automobile, Station Wagon",1483.0,0.329,0.037,0.201,0.32,0.084,0.199,0.025,0.159,2
258,43.636,-79.556,85 to 89,Dry,Clear,Daylight,Traffic Signal,Lost control,Unknown,"Automobile, Station Wagon",1483.0,0.329,0.037,0.201,0.32,0.084,0.199,0.025,0.159,2
