,LATITUDE,LONGITUDE,PEDTYPE,PEDACT,PEDCOND,TRAFFCTL,LIGHT,VISIBILITY,RDSFCOND,TIME
1378,43.711,-79.358,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1591.0
1379,43.711,-79.285,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,No Control,"Dark, artificial",Clear,Ice,2017.0
1380,43.711,-79.27,Pedestrian hit at private driveway,Crossing with right of way,Normal,No Control,Daylight,Snow,Wet,1041.0
1381,43.711,-79.269,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,No Control,Daylight,Clear,Dry,1630.0
1382,43.711,-79.252,Vehicle is reversing and hits pedestrian,Other,Normal,No Control,Daylight,Clear,Dry,1900.0
1383,43.711,-79.248,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,Traffic Signal,Dark,Clear,Dry,2320.0
1384,43.711,-79.246,Pedestrian hit at mid-block,Person Getting on/off Vehicle,Normal,No Control,Daylight,Clear,Dry,1235.0
1385,43.712,-79.428,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1840.0
1386,43.712,-79.411,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1750.0
1387,43.712,-79.372,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,Dark,Rain,Wet,1922.0
1388,43.712,-79.324,<Null>,<Null>,Normal,Stop Sign,Daylight,Clear,Dry,900.0
1389,43.712,-79.3,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Stop Sign,Daylight,Clear,Dry,925.0
1390,43.712,-79.28,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1379.5
1391,43.712,-79.28,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1379.5
1392,43.713,-79.458,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Rain,Wet,1427.0
1393,43.713,-79.456,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Other,852.0
1394,43.713,-79.367,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Traffic Signal,Daylight,Clear,Dry,1496.3333333333333
1395,43.713,-79.367,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown,Traffic Signal,Dark,Clear,Dry,1496.3333333333333
1396,43.713,-79.367,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1496.3333333333333
1397,43.713,-79.364,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1128.0
1398,43.713,-79.292,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,No Control,Daylight,Clear,Dry,755.0
1399,43.714,-79.567,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal,No Control,Daylight,Rain,Wet,640.0
1400,43.714,-79.453,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive,No Control,Dark,Rain,Wet,652.0
1401,43.714,-79.428,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal,No Control,Dark,Rain,Wet,1903.0
1402,43.714,-79.4,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Stop Sign,"Dark, artificial",Clear,Dry,1675.0
1403,43.714,-79.4,Vehicle is going straight thru inter.while ped cross without ROW,Other,Normal,No Control,Daylight,Clear,Wet,1675.0
1404,43.714,-79.399,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,No Control,"Dark, artificial",Clear,Dry,1781.5
1405,43.714,-79.399,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Inattentive,No Control,Daylight,Clear,Dry,1781.5
1406,43.714,-79.359,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Medical or Physical Disability,Traffic Signal,"Dark, artificial",Snow,Wet,1800.0
1407,43.714,-79.358,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Dark,Rain,Wet,2030.0
1408,43.714,-79.336,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,Traffic Signal,Daylight,Clear,Dry,1530.0
1409,43.714,-79.335,Pedestrian hit at private driveway,"Crossing, no Traffic Control",Normal,No Control,"Dark, artificial",Clear,Dry,1705.0
1410,43.714,-79.334,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Clear,Dry,1836.0
1411,43.714,-79.271,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Rain,Wet,2204.0
1412,43.714,-79.26,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Dark,Clear,Wet,1952.0
1413,43.715,-79.531,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Stop Sign,Dark,Clear,Dry,710.0
1414,43.715,-79.507,Other / Undefined,Person Getting on/off Vehicle,Normal,No Control,Dark,Snow,Wet,1480.5
1415,43.715,-79.507,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1480.5
1416,43.715,-79.467,Unknown,Other,Normal,Stop Sign,Daylight,Clear,Dry,1105.0
1417,43.715,-79.446,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,947.0
1418,43.715,-79.444,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing marked crosswalk without ROW,Inattentive,Traffic Signal,"Dark, artificial",Clear,Dry,1671.3333333333333
1419,43.715,-79.444,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Yield Sign,"Dusk, artificial",Clear,Dry,1671.3333333333333
1420,43.715,-79.444,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1671.3333333333333
1421,43.715,-79.443,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Other,No Control,"Dark, artificial",Clear,Dry,1920.0
1422,43.715,-79.431,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Other,Stop Sign,Daylight,Rain,Wet,720.0
1423,43.715,-79.412,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,Stop Sign,Dark,Rain,Wet,1818.0
1424,43.715,-79.266,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,No Control,Daylight,Clear,Dry,1305.0
1425,43.715,-79.26,Pedestrian hit at mid-block,Running onto Roadway,Other,No Control,"Dark, artificial",Clear,Dry,303.0
1426,43.715,-79.243,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Traffic Signal,Daylight,"Fog, Mist, Smoke, Dust",Wet,1440.0
1427,43.716,-79.555,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Had Been Drinking,Traffic Signal,"Dark, artificial",Clear,Dry,1074.5
1428,43.716,-79.555,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Dark,Clear,Dry,1074.5
1429,43.716,-79.443,Pedestrian hit at mid-block,Playing or Working on Highway,Inattentive,No Control,Dark,Clear,Dry,512.6666666666666
1430,43.716,-79.443,Pedestrian hit at mid-block,Playing or Working on Highway,Normal,No Control,Dark,Clear,Dry,512.6666666666666
1431,43.716,-79.443,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,512.6666666666666
1432,43.716,-79.413,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown,Traffic Signal,Daylight,Clear,Dry,1620.0
1433,43.716,-79.282,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Clear,Wet,1236.6666666666667
1434,43.716,-79.282,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1236.6666666666667
1435,43.716,-79.282,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Rain,Wet,1236.6666666666667
1436,43.716,-79.259,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing without right of way,Inattentive,Traffic Signal,Dark,Clear,Dry,2022.5
1437,43.716,-79.259,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Had Been Drinking,Traffic Signal,Dark,Rain,Wet,2022.5
1438,43.717,-79.592,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,Dusk,Clear,Dry,1939.0
1439,43.717,-79.582,Pedestrian hit at mid-block,Pushing/Working on Vehicle,Unknown,No Control,Dark,Clear,Dry,501.0
1440,43.717,-79.558,Other / Undefined,Walking on Roadway with Traffic,Normal,No Control,Dark,Clear,Wet,1754.0
1441,43.717,-79.523,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Daylight,Rain,Wet,1700.0
1442,43.717,-79.448,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Stop Sign,"Dark, artificial",Clear,Dry,1015.0
1443,43.717,-79.299,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,No Control,Daylight,Clear,Dry,1710.0
1444,43.718,-79.568,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,No Control,Daylight,Rain,Wet,815.0
1445,43.718,-79.518,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown,Traffic Signal,Dark,Clear,Dry,2226.0
1446,43.718,-79.517,<Null>,<Null>,Normal,No Control,Daylight,Clear,Dry,1017.0
1447,43.718,-79.516,Vehicle hits the pedestrian walking or running out from between parked vehicles at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,"Dark, artificial",Clear,Dry,2315.0
1448,43.718,-79.432,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Clear,Dry,1825.0
1449,43.718,-79.43,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Dark,Clear,Dry,1716.0
1450,43.718,-79.429,<Null>,<Null>,<Null>,No Control,Daylight,Clear,Dry,1202.0
1451,43.718,-79.429,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,No Control,Daylight,Clear,Dry,1202.0
1452,43.718,-79.429,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Dry,1202.0
1453,43.718,-79.429,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,No Control,"Dawn, artificial",Clear,Dry,1202.0
1454,43.718,-79.331,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Dark,Rain,Wet,1803.0
1455,43.718,-79.304,<Null>,<Null>,Normal,Traffic Signal,Daylight,Clear,Dry,524.0
1456,43.719,-79.603,Pedestrian hit at mid-block,Crossing without right of way,Normal,No Control,Dark,Clear,Dry,1940.6666666666667
1457,43.719,-79.603,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,No Control,Daylight,Clear,Dry,1940.6666666666667
1458,43.719,-79.603,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Clear,Dry,1940.6666666666667
1459,43.719,-79.515,Vehicle turns left while ped crosses with ROW at inter.,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Dry,1558.0
1460,43.719,-79.508,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,<Null>,<Null>,1110.0
1461,43.719,-79.508,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1110.0
1462,43.719,-79.429,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Dark,Rain,Wet,1490.5
1463,43.719,-79.425,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,No Control,Daylight,Clear,Dry,1630.0
1464,43.719,-79.423,Pedestrian hit at mid-block,Playing or Working on Highway,Inattentive,No Control,Daylight,Clear,Dry,1905.0
1465,43.719,-79.401,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Had Been Drinking,Traffic Signal,"Dark, artificial",Clear,Dry,314.0
1466,43.719,-79.3,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Clear,Dry,1360.0
1467,43.719,-79.3,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1360.0
1468,43.719,-79.247,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown,Traffic Signal,Daylight,Clear,Dry,723.5
1469,43.719,-79.247,Vehicle turns left while ped crosses without ROW at inter.,"Crossing, no Traffic Control",Normal,Stop Sign,Daylight,Clear,Dry,723.5
1470,43.72,-79.612,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,Daylight,Clear,Dry,1249.0
1471,43.72,-79.596,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,No Control,Daylight,Clear,Dry,1224.0
1472,43.72,-79.509,Pedestrian hit at private driveway,Other,Normal,No Control,Daylight,Clear,Dry,1416.0
1473,43.72,-79.508,<Null>,<Null>,Normal,Traffic Signal,Daylight,Clear,Dry,915.6666666666666
1474,43.72,-79.508,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Medical or Physical Disability,Traffic Signal,Daylight,Rain,Wet,915.6666666666666
1475,43.72,-79.508,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Dawn,Clear,Dry,915.6666666666666
1476,43.72,-79.433,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Stop Sign,Daylight,Snow,Slush,1011.0
1477,43.72,-79.424,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,Dark,Rain,Wet,1710.0
1478,43.72,-79.422,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Inattentive,Traffic Signal,Daylight,Clear,Dry,829.0
1479,43.72,-79.415,Pedestrian hit at mid-block,Running onto Roadway,Had Been Drinking,No Control,Daylight,Clear,Dry,1909.0
1480,43.72,-79.338,<Null>,Crossing without right of way,Normal,Traffic Signal,"Dark, artificial",Clear,Dry,1064.5
1481,43.72,-79.338,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,Daylight,Clear,Dry,1064.5
1482,43.72,-79.257,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,No Control,"Daylight, artificial",Clear,Wet,1625.5
1483,43.72,-79.257,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Dry,1625.5
1484,43.72,-79.241,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1721.0
1485,43.72,-79.241,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Dark,Clear,Dry,1721.0
1486,43.721,-79.571,Pedestrian hit at mid-block,Other,Normal,No Control,Daylight,Clear,Dry,1080.0
1487,43.721,-79.571,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Traffic Signal,Daylight,Clear,Dry,1080.0
1488,43.721,-79.558,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Normal,Pedestrian Crossover,Dark,Clear,Dry,1828.0
1489,43.721,-79.545,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Daylight, artificial",Clear,Dry,1230.0
1490,43.721,-79.508,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,"Dark, artificial",Clear,Dry,1855.0
1491,43.721,-79.505,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,Daylight,Clear,Dry,930.0
1492,43.721,-79.48,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1815.0
1493,43.721,-79.456,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Clear,Dry,1964.0
1494,43.721,-79.456,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Rain,Wet,1964.0
1495,43.721,-79.301,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking,No Control,"Dark, artificial",Clear,Wet,2036.5
1496,43.721,-79.301,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Dry,2036.5
1497,43.721,-79.236,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,Daylight,Clear,Dry,1220.0
1498,43.722,-79.597,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Dark,Rain,Wet,1813.0
1499,43.722,-79.514,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Inattentive,Stop Sign,Daylight,Clear,Wet,820.0
