,LATITUDE,LONGITUDE,COUNT
832,43.687,-79.528,1
833,43.687,-79.438,1
834,43.687,-79.396,3
835,43.687,-79.393,2
836,43.687,-79.352,1
837,43.687,-79.344,1
838,43.687,-79.34,1
839,43.687,-79.304,2
840,43.687,-79.303,1
841,43.687,-79.286,2
842,43.687,-79.283,1
843,43.687,-79.27,2
844,43.688,-79.583,1
845,43.688,-79.569,1
846,43.688,-79.522,1
847,43.688,-79.474,1
848,43.688,-79.46,1
849,43.688,-79.447,1
850,43.688,-79.439,1
851,43.688,-79.42,1
852,43.688,-79.413,1
853,43.688,-79.412,1
854,43.688,-79.405,1
855,43.688,-79.394,2
856,43.688,-79.389,1
857,43.688,-79.353,1
858,43.688,-79.348,1
859,43.688,-79.301,1
860,43.688,-79.3,1
861,43.689,-79.477,1
862,43.689,-79.474,2
863,43.689,-79.459,1
864,43.689,-79.421,1
865,43.689,-79.412,1
866,43.689,-79.394,1
867,43.689,-79.35,1
868,43.689,-79.348,4
869,43.689,-79.332,1
870,43.689,-79.314,1
871,43.689,-79.302,1
872,43.689,-79.296,3
873,43.689,-79.267,1
874,43.69,-79.577,2
875,43.69,-79.57,1
876,43.69,-79.475,1
877,43.69,-79.473,1
878,43.69,-79.448,2
879,43.69,-79.355,1
880,43.69,-79.349,1
881,43.69,-79.326,1
882,43.69,-79.311,1
883,43.69,-79.292,2
884,43.69,-79.277,1
885,43.691,-79.57,3
886,43.691,-79.502,1
887,43.691,-79.5,4
888,43.691,-79.47,1
889,43.691,-79.465,1
890,43.691,-79.45,1
891,43.691,-79.448,1
892,43.691,-79.444,1
893,43.691,-79.44,1
894,43.691,-79.439,1
895,43.691,-79.322,1
896,43.691,-79.303,1
897,43.691,-79.285,1
898,43.691,-79.265,1
899,43.692,-79.462,1
900,43.692,-79.343,1
901,43.692,-79.337,1
902,43.692,-79.315,1
903,43.692,-79.302,2
904,43.692,-79.284,2
905,43.692,-79.283,1
906,43.692,-79.282,1
907,43.692,-79.281,1
908,43.692,-79.262,1
909,43.693,-79.562,2
910,43.693,-79.462,1
911,43.693,-79.46,2
912,43.693,-79.441,1
913,43.693,-79.422,1
914,43.693,-79.384,1
915,43.693,-79.35,3
916,43.693,-79.327,1
917,43.693,-79.311,1
918,43.693,-79.31,1
919,43.693,-79.3,1
920,43.693,-79.297,1
921,43.694,-79.558,2
922,43.694,-79.545,1
923,43.694,-79.506,1
924,43.694,-79.486,3
925,43.694,-79.474,1
926,43.694,-79.455,1
927,43.694,-79.454,1
928,43.694,-79.343,1
929,43.694,-79.328,1
930,43.694,-79.3,1
931,43.694,-79.276,1
932,43.695,-79.589,1
933,43.695,-79.452,1
934,43.695,-79.45,2
935,43.695,-79.449,1
936,43.696,-79.551,1
937,43.696,-79.546,3
938,43.696,-79.505,1
939,43.696,-79.45,1
940,43.696,-79.447,2
941,43.696,-79.423,1
942,43.696,-79.396,1
943,43.696,-79.315,2
944,43.696,-79.292,1
945,43.696,-79.29,1
946,43.696,-79.257,1
947,43.697,-79.546,1
948,43.697,-79.502,1
949,43.697,-79.451,1
950,43.697,-79.442,3
951,43.697,-79.44,2
952,43.697,-79.439,2
953,43.697,-79.396,2
954,43.697,-79.37,1
955,43.697,-79.349,2
956,43.697,-79.348,1
957,43.698,-79.523,2
958,43.698,-79.512,1
959,43.698,-79.463,1
960,43.698,-79.459,1
961,43.698,-79.439,1
962,43.698,-79.438,1
963,43.698,-79.396,1
964,43.698,-79.394,1
965,43.698,-79.386,3
966,43.698,-79.349,3
967,43.699,-79.519,1
968,43.699,-79.517,2
969,43.699,-79.515,1
970,43.699,-79.502,1
971,43.699,-79.431,1
972,43.699,-79.43,2
973,43.699,-79.424,1
974,43.699,-79.393,1
975,43.699,-79.386,1
976,43.699,-79.321,1
977,43.7,-79.516,4
978,43.7,-79.515,1
979,43.7,-79.451,3
980,43.7,-79.449,1
981,43.7,-79.431,1
982,43.7,-79.429,1
983,43.7,-79.427,3
984,43.7,-79.426,2
985,43.7,-79.425,2
986,43.7,-79.397,1
987,43.7,-79.387,1
988,43.7,-79.386,1
989,43.7,-79.319,2
990,43.701,-79.575,1
991,43.701,-79.52,1
992,43.701,-79.517,1
993,43.701,-79.508,1
994,43.702,-79.503,4
995,43.702,-79.452,2
996,43.702,-79.417,1
997,43.702,-79.375,1
998,43.702,-79.296,1
999,43.702,-79.276,1
1000,43.703,-79.452,2
1001,43.703,-79.448,1
1002,43.703,-79.441,1
1003,43.703,-79.436,1
1004,43.703,-79.425,3
1005,43.703,-79.413,2
1006,43.703,-79.411,1
1007,43.703,-79.251,1
1008,43.704,-79.563,1
1009,43.704,-79.509,1
1010,43.704,-79.504,2
1011,43.704,-79.496,1
1012,43.704,-79.426,1
1013,43.704,-79.41,2
1014,43.704,-79.409,2
1015,43.704,-79.4,1
1016,43.704,-79.368,1
1017,43.705,-79.492,1
1018,43.705,-79.349,1
1019,43.705,-79.325,1
1020,43.705,-79.312,1
1021,43.706,-79.532,1
1022,43.706,-79.487,1
1023,43.706,-79.485,1
1024,43.706,-79.465,1
1025,43.706,-79.442,1
1026,43.706,-79.426,1
1027,43.706,-79.4,1
1028,43.706,-79.398,2
1029,43.706,-79.392,1
1030,43.706,-79.311,1
1031,43.706,-79.305,1
1032,43.706,-79.289,1
1033,43.706,-79.268,2
1034,43.706,-79.254,1
1035,43.706,-79.251,3
1036,43.706,-79.235,1
1037,43.707,-79.564,1
1038,43.707,-79.533,1
1039,43.707,-79.482,1
1040,43.707,-79.477,1
1041,43.707,-79.443,1
1042,43.707,-79.427,1
1043,43.707,-79.403,2
1044,43.707,-79.398,2
1045,43.707,-79.396,2
1046,43.707,-79.395,1
1047,43.707,-79.392,1
1048,43.707,-79.345,1
1049,43.707,-79.342,1
1050,43.707,-79.341,1
1051,43.707,-79.302,1
1052,43.707,-79.301,1
1053,43.708,-79.551,1
1054,43.708,-79.479,1
1055,43.708,-79.478,4
1056,43.708,-79.439,1
1057,43.708,-79.398,3
1058,43.708,-79.391,1
1059,43.708,-79.39,1
