,AvgAcceleration,PercentCar,PercentHDT,PercentLDT,PercentMDT,PercentMPV,PercentOfVehicles,PercentOther,LATITUDE,LONGITUDE,COUNT
1602,0.405,0.015,0.09,0.309,0.13,0.309,0.05,0.147,43.686,-79.431,1
1603,0.398,0.254,0.04,0.217,0.042,0.325,0.035,0.121,43.686,-79.413,1
1604,0.481,0.147,0.159,0.298,0.078,0.175,0.033,0.144,43.686,-79.405,1
1605,0.434,0.056,0.131,0.333,0.091,0.237,0.026,0.152,43.686,-79.401,2
1606,0.427,0.016,0.13,0.354,0.107,0.251,0.026,0.141,43.686,-79.399,1
1607,0.318,0.103,0.158,0.253,0.088,0.257,0.013,0.141,43.686,-79.393,1
1608,0.23,0.025,0.0,0.401,0.066,0.313,0.073,0.193,43.686,-79.36,1
1609,0.269,0.015,0.162,0.346,0.098,0.284,0.036,0.094,43.686,-79.347,1
1610,0.301,0.04,0.175,0.329,0.084,0.261,0.036,0.111,43.686,-79.313,1
1611,0.239,0.029,0.115,0.38,0.077,0.28,0.02,0.118,43.686,-79.31,2
1612,0.353,0.01,0.041,0.408,0.067,0.377,0.097,0.097,43.686,-79.308,1
1613,0.523,0.015,0.074,0.353,0.11,0.34,0.021,0.109,43.686,-79.289,1
1614,0.259,0.023,0.036,0.497,0.047,0.334,0.061,0.064,43.686,-79.285,1
1615,0.546,0.029,0.159,0.333,0.026,0.36,0.028,0.093,43.687,-79.586,2
1616,0.389,0.031,0.178,0.368,0.121,0.206,0.015,0.095,43.687,-79.549,1
1617,0.313,0.0,0.319,0.261,0.074,0.294,0.019,0.053,43.687,-79.533,1
1618,0.339,0.01,0.227,0.447,0.046,0.186,0.093,0.085,43.687,-79.528,1
1619,0.32,0.002,0.085,0.767,0.033,0.082,0.017,0.029,43.687,-79.485,1
1620,0.453,0.024,0.207,0.475,0.054,0.095,0.04,0.145,43.687,-79.482,1
1621,0.447,0.043,0.068,0.335,0.081,0.289,0.046,0.185,43.687,-79.438,1
1622,0.723,0.021,0.265,0.294,0.085,0.153,0.014,0.181,43.687,-79.423,1
1623,0.402,0.081,0.204,0.3,0.08,0.183,0.038,0.152,43.687,-79.401,1
1624,0.352,0.165,0.203,0.305,0.048,0.148,0.011,0.131,43.687,-79.396,3
1625,0.337,0.113,0.178,0.245,0.052,0.209,0.01,0.203,43.687,-79.394,1
1626,0.451,0.175,0.13,0.243,0.047,0.272,0.052,0.133,43.687,-79.393,2
1627,0.271,0.062,0.119,0.38,0.082,0.231,0.004,0.126,43.687,-79.363,1
1628,0.242,0.015,0.078,0.348,0.077,0.371,0.023,0.11,43.687,-79.344,1
1629,0.583,0.026,0.113,0.426,0.079,0.243,0.017,0.113,43.687,-79.34,1
1630,0.462,0.016,0.255,0.25,0.129,0.258,0.051,0.092,43.687,-79.304,2
1631,0.673,0.011,0.048,0.42,0.033,0.379,0.146,0.109,43.687,-79.303,2
1632,0.642,0.019,0.034,0.427,0.06,0.298,0.157,0.161,43.687,-79.302,1
1633,0.495,0.023,0.126,0.391,0.101,0.237,0.035,0.121,43.687,-79.286,2
1634,0.468,0.0,0.008,0.36,0.187,0.395,0.137,0.05,43.687,-79.283,1
1635,0.535,0.012,0.042,0.521,0.079,0.249,0.039,0.097,43.687,-79.271,1
1636,0.621,0.003,0.042,0.39,0.141,0.335,0.069,0.09,43.687,-79.27,4
1637,0.355,0.017,0.089,0.323,0.137,0.364,0.08,0.071,43.69,-79.376,1
1638,0.462,0.056,0.152,0.346,0.08,0.249,0.006,0.118,43.69,-79.292,2
1639,0.474,0.013,0.2,0.314,0.063,0.228,0.051,0.182,43.691,-79.572,1
1640,0.561,0.021,0.368,0.295,0.073,0.108,0.012,0.136,43.691,-79.57,7
1641,0.479,0.014,0.225,0.373,0.022,0.202,0.034,0.164,43.691,-79.502,1
1642,0.426,0.045,0.191,0.378,0.065,0.168,0.022,0.153,43.691,-79.5,4
1643,0.434,0.017,0.276,0.332,0.08,0.096,0.04,0.198,43.691,-79.484,1
1644,0.606,0.011,0.172,0.421,0.065,0.145,0.087,0.185,43.691,-79.474,1
1645,0.52,0.017,0.104,0.443,0.084,0.194,0.031,0.158,43.691,-79.47,1
1646,0.435,0.011,0.196,0.339,0.104,0.226,0.032,0.125,43.691,-79.469,1
1647,0.483,0.002,0.248,0.388,0.097,0.119,0.084,0.145,43.691,-79.466,1
1648,0.4,0.041,0.065,0.475,0.106,0.115,0.066,0.198,43.691,-79.465,2
1649,0.421,0.004,0.054,0.374,0.064,0.341,0.091,0.164,43.691,-79.45,1
1650,0.569,0.024,0.159,0.398,0.062,0.135,0.047,0.222,43.691,-79.448,2
1651,0.882,0.006,0.07,0.376,0.086,0.192,0.099,0.27,43.691,-79.444,1
1652,0.601,0.034,0.2,0.346,0.067,0.179,0.027,0.174,43.691,-79.44,1
1653,0.582,0.017,0.062,0.331,0.052,0.284,0.038,0.253,43.691,-79.439,1
1654,0.597,0.061,0.078,0.324,0.109,0.251,0.054,0.177,43.691,-79.401,1
1655,0.364,0.025,0.035,0.382,0.065,0.41,0.067,0.083,43.691,-79.34,1
1656,0.395,0.02,0.057,0.44,0.089,0.268,0.024,0.125,43.691,-79.322,1
1657,0.339,0.004,0.067,0.271,0.073,0.381,0.075,0.205,43.691,-79.32,2
1658,0.718,0.065,0.069,0.377,0.103,0.306,0.028,0.081,43.691,-79.303,1
1659,0.485,0.032,0.14,0.448,0.051,0.166,0.061,0.163,43.691,-79.287,1
1660,0.316,0.0,0.029,0.59,0.038,0.187,0.164,0.156,43.691,-79.285,3
1661,0.314,0.024,0.137,0.394,0.087,0.214,0.012,0.143,43.691,-79.265,1
1662,0.445,0.017,0.287,0.337,0.102,0.129,0.047,0.127,43.692,-79.571,1
1663,0.423,0.016,0.418,0.36,0.034,0.074,0.024,0.098,43.692,-79.502,1
1664,0.541,0.021,0.114,0.405,0.091,0.165,0.032,0.204,43.692,-79.477,3
1665,0.945,0.011,0.216,0.344,0.109,0.119,0.099,0.201,43.692,-79.474,1
1666,0.463,0.012,0.296,0.284,0.075,0.09,0.016,0.242,43.692,-79.462,1
1667,0.413,0.032,0.159,0.368,0.089,0.149,0.004,0.202,43.692,-79.448,1
1668,0.461,0.031,0.18,0.354,0.091,0.176,0.01,0.168,43.692,-79.44,3
1669,0.317,0.081,0.163,0.226,0.072,0.276,0.015,0.182,43.692,-79.395,1
1670,0.476,0.101,0.109,0.298,0.121,0.251,0.011,0.12,43.692,-79.384,1
1671,0.409,0.024,0.132,0.369,0.062,0.251,0.006,0.163,43.692,-79.354,1
1672,0.591,0.007,0.073,0.433,0.035,0.356,0.126,0.095,43.692,-79.349,1
1673,0.213,0.02,0.086,0.294,0.066,0.467,0.04,0.067,43.692,-79.343,1
1674,0.293,0.066,0.054,0.411,0.08,0.272,0.016,0.117,43.692,-79.337,1
1675,0.27,0.022,0.124,0.381,0.094,0.285,0.019,0.093,43.692,-79.315,3
1676,0.581,0.006,0.061,0.442,0.028,0.298,0.102,0.165,43.692,-79.302,2
1677,0.415,0.008,0.185,0.33,0.073,0.272,0.037,0.131,43.692,-79.297,1
1678,0.332,0.034,0.18,0.433,0.076,0.167,0.062,0.108,43.692,-79.284,2
1679,0.501,0.054,0.224,0.291,0.078,0.286,0.157,0.067,43.692,-79.283,1
1680,0.315,0.087,0.126,0.454,0.045,0.212,0.21,0.077,43.692,-79.282,1
1681,0.926,0.0,0.193,0.384,0.064,0.359,0.15,0.0,43.692,-79.281,2
1682,0.553,0.018,0.039,0.691,0.0,0.219,0.127,0.033,43.692,-79.28,1
1683,0.51,0.007,0.069,0.293,0.083,0.402,0.025,0.146,43.692,-79.272,1
1684,0.243,0.0,0.076,0.387,0.077,0.415,0.104,0.045,43.692,-79.262,1
1685,0.339,0.031,0.178,0.303,0.098,0.219,0.04,0.171,43.693,-79.562,3
1686,0.397,0.021,0.278,0.327,0.075,0.107,0.002,0.192,43.693,-79.485,1
1687,0.529,0.006,0.244,0.344,0.075,0.18,0.044,0.151,43.693,-79.483,1
1688,0.71,0.021,0.131,0.366,0.124,0.137,0.114,0.221,43.693,-79.462,1
1689,0.788,0.035,0.148,0.417,0.074,0.178,0.026,0.148,43.693,-79.46,2
1690,0.619,0.03,0.21,0.348,0.074,0.141,0.019,0.197,43.693,-79.449,1
1691,0.566,0.041,0.142,0.377,0.1,0.171,0.033,0.168,43.693,-79.441,1
1692,0.372,0.027,0.164,0.366,0.059,0.248,0.083,0.135,43.693,-79.422,3
1693,0.272,0.097,0.287,0.195,0.048,0.216,0.009,0.156,43.693,-79.396,1
1694,0.277,0.119,0.123,0.306,0.117,0.214,0.018,0.12,43.693,-79.384,1
1695,0.44,0.05,0.078,0.163,0.034,0.522,0.081,0.153,43.693,-79.372,1
1696,0.386,0.03,0.15,0.376,0.074,0.243,0.058,0.127,43.693,-79.35,3
1697,0.173,0.0,0.028,0.521,0.026,0.353,0.123,0.072,43.693,-79.348,1
1698,0.275,0.05,0.054,0.456,0.091,0.26,0.005,0.089,43.693,-79.338,1
1699,0.245,0.031,0.128,0.377,0.076,0.266,0.006,0.122,43.693,-79.327,1
1700,1.034,0.003,0.05,0.425,0.069,0.371,0.059,0.083,43.693,-79.311,1
1701,0.505,0.004,0.023,0.383,0.09,0.408,0.025,0.091,43.693,-79.31,1
1702,0.24,0.001,0.019,0.462,0.02,0.455,0.078,0.042,43.693,-79.307,1
1703,0.457,0.009,0.076,0.41,0.087,0.317,0.062,0.102,43.693,-79.3,1
1704,0.308,0.007,0.121,0.344,0.054,0.333,0.042,0.142,43.693,-79.297,1
1705,0.173,0.0,0.0,0.673,0.015,0.263,0.042,0.048,43.693,-79.277,1
1706,0.484,0.048,0.124,0.422,0.084,0.208,0.061,0.114,43.694,-79.558,6
1707,0.34,0.025,0.292,0.434,0.11,0.117,0.124,0.022,43.694,-79.556,1
1708,0.551,0.04,0.14,0.434,0.085,0.172,0.003,0.128,43.694,-79.545,1
1709,0.314,0.019,0.195,0.391,0.089,0.182,0.014,0.125,43.694,-79.532,1
1710,0.416,0.02,0.127,0.447,0.073,0.203,0.034,0.13,43.694,-79.519,1
1711,0.512,0.016,0.21,0.41,0.053,0.147,0.03,0.164,43.694,-79.506,1
1712,0.402,0.022,0.225,0.446,0.061,0.097,0.016,0.149,43.694,-79.486,4
1713,0.674,0.002,0.099,0.497,0.05,0.095,0.046,0.256,43.694,-79.474,1
1714,1.075,0.014,0.225,0.285,0.12,0.11,0.037,0.247,43.694,-79.462,1
1715,0.382,0.009,0.158,0.559,0.069,0.079,0.044,0.126,43.694,-79.455,1
1716,0.573,0.02,0.094,0.395,0.03,0.273,0.103,0.189,43.694,-79.454,1
1717,0.744,0.018,0.17,0.352,0.114,0.139,0.025,0.207,43.694,-79.449,1
1718,0.373,0.03,0.081,0.254,0.13,0.356,0.046,0.149,43.694,-79.422,1
1719,0.322,0.082,0.116,0.378,0.092,0.213,0.048,0.118,43.694,-79.366,1
1720,0.299,0.021,0.133,0.419,0.076,0.243,0.033,0.108,43.694,-79.343,1
1721,0.457,0.038,0.112,0.427,0.082,0.224,0.059,0.117,43.694,-79.328,1
1722,0.293,0.021,0.058,0.424,0.057,0.352,0.033,0.088,43.694,-79.327,2
1723,0.352,0.005,0.064,0.414,0.069,0.358,0.018,0.089,43.694,-79.3,1
1724,0.328,0.0,0.051,0.621,0.052,0.202,0.052,0.073,43.694,-79.279,1
1725,0.379,0.015,0.117,0.468,0.075,0.212,0.054,0.113,43.694,-79.276,1
1726,0.566,0.0,0.051,0.842,0.013,0.076,0.285,0.019,43.694,-79.272,1
1727,0.411,0.019,0.375,0.226,0.079,0.185,0.064,0.116,43.695,-79.599,1
1728,0.404,0.02,0.334,0.247,0.047,0.205,0.036,0.145,43.695,-79.589,1
1729,0.516,0.009,0.277,0.273,0.097,0.168,0.041,0.176,43.695,-79.572,1
1730,0.448,0.021,0.117,0.423,0.062,0.186,0.019,0.191,43.695,-79.52,1
1731,0.412,0.017,0.213,0.39,0.081,0.144,0.021,0.155,43.695,-79.486,2
1732,0.466,0.051,0.328,0.267,0.068,0.126,0.038,0.159,43.695,-79.453,1
1733,0.342,0.074,0.156,0.394,0.068,0.156,0.015,0.152,43.695,-79.452,1
1734,0.521,0.012,0.223,0.325,0.09,0.147,0.038,0.202,43.695,-79.45,3
1735,0.456,0.017,0.224,0.415,0.038,0.163,0.081,0.143,43.695,-79.449,1
1736,0.506,0.019,0.143,0.42,0.04,0.259,0.008,0.119,43.695,-79.425,1
1737,0.27,0.041,0.206,0.34,0.063,0.201,0.008,0.15,43.695,-79.423,1
1738,0.135,0.026,0.073,0.579,0.072,0.115,0.009,0.135,43.695,-79.354,1
1739,0.407,0.037,0.174,0.371,0.069,0.236,0.029,0.112,43.695,-79.351,1
1740,0.247,0.05,0.073,0.433,0.107,0.238,0.023,0.098,43.695,-79.339,1
1741,0.329,0.015,0.036,0.289,0.074,0.478,0.066,0.108,43.695,-79.319,1
1742,0.575,0.01,0.067,0.574,0.058,0.177,0.144,0.114,43.695,-79.284,1
1743,0.384,0.052,0.159,0.4,0.094,0.181,0.017,0.114,43.696,-79.551,1
1744,0.486,0.027,0.208,0.369,0.069,0.159,0.027,0.167,43.696,-79.546,3
1745,0.386,0.02,0.144,0.436,0.088,0.203,0.033,0.11,43.696,-79.532,2
1746,0.612,0.002,0.269,0.248,0.029,0.266,0.119,0.186,43.696,-79.529,1
1747,0.3,0.023,0.157,0.48,0.061,0.126,0.037,0.153,43.696,-79.508,1
1748,0.375,0.162,0.207,0.261,0.0,0.047,0.186,0.323,43.696,-79.505,1
1749,0.732,0.038,0.076,0.08,0.214,0.358,0.073,0.235,43.696,-79.493,1
1750,0.592,0.001,0.299,0.134,0.379,0.0,0.005,0.186,43.696,-79.491,1
1751,0.463,0.013,0.151,0.347,0.063,0.178,0.031,0.249,43.696,-79.489,1
1752,0.817,0.014,0.143,0.358,0.127,0.134,0.026,0.224,43.696,-79.475,1
1753,0.465,0.009,0.11,0.436,0.049,0.19,0.09,0.205,43.696,-79.468,1
1754,0.729,0.025,0.233,0.33,0.073,0.151,0.057,0.189,43.696,-79.45,2
1755,0.601,0.088,0.157,0.326,0.07,0.15,0.04,0.209,43.696,-79.447,2
1756,0.205,0.04,0.194,0.32,0.058,0.232,0.011,0.156,43.696,-79.423,1
1757,0.438,0.155,0.049,0.304,0.053,0.348,0.025,0.092,43.696,-79.4,1
1758,0.352,0.112,0.215,0.236,0.065,0.225,0.02,0.148,43.696,-79.396,3
1759,0.369,0.104,0.077,0.342,0.115,0.257,0.021,0.106,43.696,-79.395,1
1760,0.861,0.043,0.212,0.376,0.057,0.101,0.048,0.212,43.696,-79.353,1
1761,0.255,0.024,0.164,0.273,0.082,0.331,0.062,0.126,43.696,-79.352,1
1762,0.273,0.035,0.078,0.384,0.038,0.379,0.038,0.086,43.696,-79.335,1
1763,0.365,0.031,0.145,0.33,0.095,0.284,0.037,0.115,43.696,-79.317,1
1764,0.4,0.03,0.023,0.22,0.052,0.597,0.047,0.078,43.696,-79.315,2
1765,0.367,0.01,0.069,0.423,0.109,0.253,0.037,0.136,43.696,-79.297,1
1766,0.414,0.022,0.101,0.387,0.098,0.267,0.072,0.125,43.696,-79.292,1
1767,0.283,0.038,0.208,0.344,0.077,0.189,0.012,0.145,43.696,-79.29,1
1768,0.376,0.031,0.068,0.44,0.064,0.283,0.034,0.114,43.696,-79.285,1
1769,0.584,0.0,0.033,0.481,0.231,0.211,0.313,0.043,43.696,-79.257,1
1770,0.425,0.004,0.488,0.199,0.085,0.069,0.047,0.155,43.699,-79.587,1
1771,0.391,0.012,0.229,0.248,0.053,0.356,0.065,0.102,43.699,-79.547,1
1772,0.387,0.019,0.171,0.398,0.088,0.211,0.03,0.115,43.699,-79.534,2
1773,0.603,0.031,0.081,0.512,0.06,0.212,0.061,0.103,43.699,-79.519,1
1774,0.851,0.034,0.028,0.566,0.101,0.169,0.056,0.103,43.699,-79.517,2
1775,0.384,0.028,0.081,0.496,0.064,0.176,0.087,0.155,43.699,-79.515,1
1776,0.411,0.0,0.139,0.274,0.042,0.309,0.075,0.235,43.699,-79.508,1
1777,0.28,0.02,0.072,0.515,0.097,0.173,0.067,0.124,43.699,-79.502,1
1778,0.575,0.011,0.229,0.291,0.124,0.12,0.04,0.225,43.699,-79.476,1
1779,0.565,0.001,0.049,0.43,0.292,0.035,0.087,0.193,43.699,-79.475,2
1780,0.461,0.019,0.161,0.377,0.069,0.194,0.022,0.18,43.699,-79.44,1
1781,0.667,0.023,0.1,0.435,0.078,0.24,0.045,0.125,43.699,-79.431,1
1782,0.792,0.019,0.085,0.421,0.087,0.244,0.028,0.143,43.699,-79.43,2
1783,0.285,0.305,0.063,0.156,0.079,0.237,0.028,0.16,43.699,-79.424,1
1784,0.386,0.061,0.105,0.351,0.07,0.252,0.007,0.161,43.699,-79.404,1
1785,0.28,0.068,0.2,0.293,0.096,0.237,0.018,0.105,43.699,-79.393,1
1786,0.59,0.081,0.108,0.344,0.053,0.28,0.061,0.133,43.699,-79.386,2
1787,0.691,0.105,0.085,0.348,0.094,0.259,0.041,0.109,43.699,-79.372,1
1788,0.425,0.036,0.162,0.345,0.07,0.202,0.045,0.185,43.699,-79.338,1
1789,0.285,0.028,0.181,0.33,0.067,0.206,0.069,0.189,43.699,-79.337,1
1790,0.589,0.038,0.122,0.327,0.087,0.33,0.068,0.096,43.699,-79.321,2
1791,0.59,0.047,0.123,0.401,0.074,0.245,0.074,0.109,43.699,-79.318,1
1792,0.284,0.009,0.453,0.27,0.047,0.08,0.0,0.14,43.7,-79.607,1
1793,0.446,0.01,0.265,0.346,0.102,0.173,0.024,0.103,43.7,-79.536,1
1794,0.3,0.045,0.267,0.338,0.079,0.164,0.032,0.106,43.7,-79.516,7
1795,0.384,0.031,0.157,0.486,0.065,0.134,0.02,0.126,43.7,-79.515,1
1796,0.264,0.011,0.18,0.565,0.03,0.081,0.065,0.132,43.7,-79.512,1
1797,0.327,0.007,0.214,0.348,0.037,0.259,0.067,0.134,43.7,-79.451,3
1798,0.4,0.004,0.205,0.255,0.078,0.24,0.15,0.219,43.7,-79.449,1
1799,0.548,0.028,0.158,0.448,0.069,0.173,0.045,0.123,43.7,-79.431,1
1800,0.613,0.039,0.205,0.328,0.076,0.215,0.04,0.138,43.7,-79.429,1
1801,0.814,0.054,0.191,0.285,0.048,0.216,0.054,0.206,43.7,-79.427,4
1802,0.618,0.053,0.117,0.323,0.043,0.133,0.084,0.332,43.7,-79.426,2
1803,0.321,0.083,0.177,0.326,0.061,0.203,0.016,0.15,43.7,-79.425,4
1804,0.504,0.062,0.241,0.236,0.074,0.214,0.017,0.173,43.7,-79.397,1
1805,0.534,0.01,0.205,0.221,0.092,0.329,0.043,0.144,43.7,-79.396,1
1806,0.441,0.114,0.102,0.312,0.101,0.237,0.036,0.133,43.7,-79.387,1
1807,0.586,0.062,0.149,0.209,0.081,0.184,0.079,0.315,43.7,-79.386,2
1808,0.328,0.078,0.223,0.315,0.067,0.198,0.023,0.119,43.7,-79.337,4
1809,0.315,0.128,0.156,0.291,0.062,0.235,0.033,0.128,43.7,-79.336,1
1810,0.411,0.043,0.163,0.341,0.091,0.227,0.066,0.134,43.7,-79.319,3
1811,0.244,0.019,0.129,0.329,0.111,0.282,0.032,0.13,43.7,-79.272,1
1812,0.995,0.067,0.122,0.372,0.055,0.278,0.064,0.107,43.7,-79.253,1
1813,0.619,0.005,0.444,0.209,0.115,0.072,0.042,0.156,43.701,-79.575,2
1814,0.572,0.0,0.223,0.311,0.01,0.184,0.146,0.272,43.701,-79.572,1
1815,0.368,0.024,0.121,0.471,0.075,0.166,0.01,0.142,43.701,-79.526,1
1816,0.595,0.026,0.177,0.3,0.069,0.282,0.037,0.146,43.701,-79.52,1
1817,0.645,0.015,0.254,0.252,0.107,0.194,0.038,0.179,43.701,-79.517,1
1818,0.471,0.009,0.036,0.476,0.079,0.246,0.026,0.153,43.701,-79.508,2
1819,0.623,0.021,0.235,0.36,0.101,0.136,0.029,0.147,43.701,-79.503,1
1820,0.335,0.09,0.089,0.429,0.073,0.2,0.036,0.119,43.701,-79.423,2
1821,0.308,0.073,0.176,0.375,0.064,0.197,0.003,0.114,43.701,-79.407,1
1822,0.427,0.087,0.136,0.314,0.086,0.258,0.038,0.12,43.701,-79.373,1
1823,0.316,0.079,0.051,0.21,0.127,0.29,0.057,0.242,43.701,-79.365,1
1824,0.37,0.04,0.17,0.3,0.117,0.225,0.005,0.148,43.701,-79.352,1
1825,0.558,0.051,0.199,0.361,0.068,0.18,0.018,0.141,43.701,-79.336,1
1826,0.549,0.019,0.076,0.522,0.082,0.194,0.037,0.108,43.701,-79.287,1
1827,0.474,0.016,0.141,0.429,0.131,0.179,0.161,0.104,43.701,-79.265,1
1828,0.664,0.007,0.049,0.27,0.082,0.507,0.318,0.084,43.701,-79.251,1
1829,0.414,0.003,0.523,0.178,0.057,0.075,0.029,0.163,43.702,-79.588,1
1830,0.521,0.0,0.01,0.457,0.0,0.239,0.276,0.294,43.702,-79.572,1
1831,0.55,0.02,0.359,0.3,0.018,0.227,0.043,0.075,43.702,-79.556,1
1832,0.33,0.017,0.371,0.323,0.038,0.183,0.038,0.067,43.702,-79.553,1
1833,0.479,0.033,0.189,0.376,0.127,0.132,0.06,0.143,43.702,-79.503,5
1834,0.534,0.0,0.187,0.236,0.02,0.259,0.122,0.298,43.702,-79.499,1
1835,0.507,0.07,0.196,0.34,0.085,0.156,0.049,0.154,43.702,-79.452,2
1836,0.446,0.095,0.092,0.385,0.098,0.166,0.019,0.163,43.702,-79.417,2
1837,0.505,0.062,0.236,0.291,0.076,0.202,0.022,0.132,43.702,-79.397,1
1838,0.356,0.105,0.047,0.248,0.127,0.384,0.015,0.089,43.702,-79.375,1
1839,0.484,0.054,0.188,0.341,0.096,0.163,0.041,0.157,43.702,-79.359,1
1840,0.279,0.039,0.19,0.368,0.046,0.169,0.007,0.188,43.702,-79.335,2
1841,0.439,0.041,0.17,0.414,0.063,0.186,0.005,0.127,43.702,-79.333,1
1842,0.262,0.002,0.092,0.302,0.068,0.405,0.06,0.132,43.702,-79.296,1
1843,0.284,0.0,0.016,0.28,0.05,0.603,0.13,0.051,43.702,-79.276,1
1844,0.385,0.03,0.131,0.417,0.083,0.204,0.001,0.135,43.702,-79.255,1
1845,0.543,0.031,0.14,0.442,0.068,0.196,0.004,0.123,43.702,-79.254,1
1846,0.479,0.028,0.142,0.411,0.084,0.208,0.036,0.129,43.703,-79.549,1
1847,0.693,0.027,0.168,0.378,0.068,0.185,0.045,0.174,43.703,-79.525,2
1848,0.441,0.009,0.149,0.336,0.127,0.224,0.084,0.154,43.703,-79.523,1
1849,0.283,0.0,0.231,0.23,0.05,0.23,0.08,0.259,43.703,-79.498,1
1850,0.325,0.014,0.234,0.36,0.067,0.096,0.001,0.229,43.703,-79.491,1
1851,0.453,0.026,0.237,0.333,0.096,0.129,0.066,0.179,43.703,-79.476,1
1852,0.58,0.046,0.271,0.297,0.089,0.143,0.032,0.154,43.703,-79.452,3
1853,0.508,0.059,0.188,0.257,0.076,0.284,0.04,0.136,43.703,-79.448,1
1854,0.348,0.022,0.191,0.341,0.099,0.22,0.051,0.126,43.703,-79.441,1
1855,0.377,0.04,0.13,0.392,0.094,0.163,0.036,0.18,43.703,-79.437,1
1856,0.597,0.069,0.095,0.386,0.13,0.125,0.057,0.195,43.703,-79.436,1
1857,1.472,0.15,0.082,0.414,0.07,0.135,0.081,0.148,43.703,-79.425,3
1858,0.394,0.097,0.122,0.354,0.09,0.169,0.028,0.168,43.703,-79.415,1
1859,0.744,0.031,0.04,0.147,0.046,0.302,0.089,0.434,43.703,-79.413,3
1860,0.175,0.041,0.15,0.268,0.048,0.3,0.008,0.193,43.703,-79.411,1
1861,0.296,0.085,0.221,0.287,0.073,0.205,0.012,0.129,43.703,-79.388,1
1862,0.283,0.028,0.08,0.183,0.169,0.425,0.024,0.116,43.703,-79.377,1
1863,0.533,0.039,0.334,0.236,0.101,0.165,0.054,0.125,43.703,-79.36,1
1864,0.424,0.043,0.164,0.366,0.075,0.181,0.025,0.172,43.703,-79.293,1
1865,0.508,0.042,0.166,0.395,0.053,0.199,0.044,0.146,43.703,-79.253,1
1866,0.517,0.063,0.105,0.405,0.055,0.29,0.072,0.083,43.703,-79.252,1
1867,0.226,0.0,0.012,0.47,0.07,0.429,0.039,0.019,43.703,-79.251,1
1868,0.63,0.012,0.301,0.304,0.139,0.104,0.007,0.141,43.704,-79.563,4
1869,0.468,0.036,0.154,0.429,0.072,0.169,0.033,0.14,43.704,-79.55,1
1870,0.659,0.002,0.098,0.409,0.038,0.297,0.076,0.157,43.704,-79.509,1
1871,0.795,0.032,0.292,0.336,0.07,0.115,0.059,0.156,43.704,-79.504,3
1872,0.395,0.011,0.137,0.455,0.07,0.122,0.122,0.205,43.704,-79.496,2
1873,0.144,0.019,0.256,0.382,0.063,0.118,0.001,0.163,43.704,-79.494,3
1874,0.454,0.077,0.183,0.366,0.063,0.183,0.043,0.128,43.704,-79.426,1
1875,0.93,0.039,0.181,0.318,0.076,0.211,0.056,0.174,43.704,-79.41,3
1876,0.759,0.031,0.113,0.446,0.047,0.215,0.085,0.148,43.704,-79.409,3
1877,0.395,0.075,0.118,0.389,0.077,0.216,0.041,0.125,43.704,-79.408,1
1878,0.403,0.106,0.089,0.25,0.048,0.387,0.074,0.12,43.704,-79.4,1
1879,0.547,0.073,0.133,0.249,0.152,0.194,0.022,0.199,43.704,-79.388,1
1880,0.246,0.165,0.061,0.289,0.081,0.292,0.009,0.112,43.704,-79.369,1
1881,0.297,0.056,0.181,0.309,0.09,0.255,0.015,0.11,43.704,-79.368,1
1882,0.457,0.0,0.037,0.221,0.104,0.505,0.224,0.133,43.704,-79.298,1
1883,0.543,0.022,0.072,0.496,0.084,0.213,0.029,0.112,43.704,-79.288,1
1884,0.437,0.018,0.428,0.166,0.067,0.176,0.063,0.145,43.705,-79.577,1
1885,0.599,0.026,0.264,0.368,0.046,0.162,0.051,0.134,43.705,-79.55,1
1886,0.685,0.016,0.231,0.323,0.068,0.152,0.062,0.209,43.705,-79.492,1
1887,0.549,0.0,0.095,0.639,0.049,0.094,0.149,0.123,43.705,-79.49,1
1888,0.684,0.012,0.17,0.312,0.103,0.149,0.05,0.255,43.705,-79.487,1
1889,0.527,0.056,0.214,0.347,0.043,0.234,0.147,0.106,43.705,-79.452,1
1890,0.505,0.034,0.122,0.388,0.069,0.252,0.039,0.135,43.705,-79.442,1
1891,0.46,0.035,0.085,0.491,0.064,0.157,0.044,0.168,43.705,-79.439,1
1892,0.303,0.027,0.128,0.383,0.075,0.234,0.053,0.153,43.705,-79.438,1
1893,0.449,0.086,0.192,0.335,0.063,0.15,0.041,0.173,43.705,-79.426,1
1894,0.666,0.03,0.126,0.29,0.073,0.277,0.05,0.204,43.705,-79.405,1
1895,0.683,0.058,0.191,0.245,0.061,0.261,0.074,0.184,43.705,-79.397,1
1896,0.489,0.119,0.196,0.284,0.083,0.186,0.05,0.132,43.705,-79.349,2
1897,0.151,0.0,0.0,0.143,0.136,0.65,0.048,0.07,43.705,-79.325,1
1898,0.498,0.017,0.063,0.565,0.08,0.142,0.014,0.133,43.705,-79.312,1
1899,0.242,0.013,0.101,0.248,0.066,0.203,0.027,0.369,43.705,-79.295,1
1900,0.657,0.044,0.207,0.313,0.037,0.321,0.069,0.078,43.705,-79.251,1
1901,0.569,0.021,0.422,0.287,0.062,0.09,0.053,0.119,43.708,-79.591,1
1902,0.473,0.013,0.179,0.364,0.192,0.1,0.01,0.152,43.708,-79.565,2
1903,0.526,0.033,0.157,0.431,0.068,0.151,0.039,0.16,43.708,-79.551,1
